+--------+--------+--------------------------------------+-------+-------+-------+----------+-------+--------+-------+-----+-----+
| COUNT  | METHOD |                 URI                  |  MIN  |  AVG  |  MAX  |   SUM    |  P99  |  2XX   |  3XX  | 4XX | 5XX |
+--------+--------+--------------------------------------+-------+-------+-------+----------+-------+--------+-------+-----+-----+
| 59216  | POST   | /api/chair/coordinate                | 0.002 | 0.046 | 0.446 | 2747.958 | 0.144 | 59216  | 0     | 0   | 0   |
| 111724 | GET    | /api/app/notification                | 0.001 | 0.009 | 0.275 | 1010.551 | 0.061 | 111724 | 0     | 0   | 0   |
| 99108  | GET    | /api/chair/notification              | 0.001 | 0.010 | 0.392 | 979.839  | 0.064 | 99108  | 0     | 0   | 0   |
| 1565   | POST   | ^/api/app/rides/[0-9A-Z]+/evaluation | 0.033 | 0.622 | 2.400 | 973.095  | 2.211 | 1565   | 0     | 0   | 0   |
| 3246   | POST   | ^/api/chair/rides/[0-9A-Z]+/status   | 0.002 | 0.045 | 0.340 | 145.924  | 0.147 | 3246   | 0     | 0   | 0   |
| 2124   | GET    | /api/app/rides                       | 0.001 | 0.057 | 0.311 | 120.379  | 0.222 | 2124   | 0     | 0   | 0   |
| 1775   | POST   | /api/app/rides                       | 0.002 | 0.059 | 0.406 | 105.446  | 0.168 | 1775   | 0     | 0   | 0   |
| 1779   | POST   | /api/app/rides/estimated-fare        | 0.001 | 0.028 | 0.248 | 50.335   | 0.128 | 1779   | 0     | 0   | 0   |
| 164    | GET    | /api/owner/sales                     | 0.006 | 0.244 | 0.678 | 40.013   | 0.657 | 164    | 0     | 0   | 0   |
| 76     | GET    | /api/internal/matching               | 0.001 | 0.388 | 3.688 | 29.500   | 3.688 | 76     | 0     | 0   | 0   |
| 461    | POST   | /api/app/payment-methods             | 0.001 | 0.041 | 0.353 | 18.932   | 0.203 | 461    | 0     | 0   | 0   |
| 468    | POST   | /api/app/users                       | 0.001 | 0.034 | 0.348 | 16.083   | 0.133 | 468    | 0     | 0   | 0   |
| 322    | POST   | /api/chair/activity                  | 0.002 | 0.043 | 0.217 | 13.875   | 0.150 | 322    | 0     | 0   | 0   |
| 327    | POST   | /api/chair/chairs                    | 0.001 | 0.042 | 0.216 | 13.706   | 0.154 | 327    | 0     | 0   | 0   |
| 2122   | GET    | /api/app/nearby-chairs               | 0.000 | 0.004 | 0.073 | 9.103    | 0.031 | 2121   | 0     | 1   | 0   |
| 166    | GET    | /api/owner/chairs                    | 0.001 | 0.023 | 0.154 | 3.758    | 0.095 | 166    | 0     | 0   | 0   |
| 1      | POST   | /api/initialize                      | 2.020 | 2.020 | 2.020 | 2.020    | 2.020 | 1      | 0     | 0   | 0   |
| 1      | GET    | /api/owner/sales?                    | 0.039 | 0.039 | 0.039 | 0.039    | 0.039 | 1      | 0     | 0   | 0   |
| 5      | POST   | /api/owner/owners                    | 0.000 | 0.001 | 0.001 | 0.003    | 0.001 | 5      | 0     | 0   | 0   |
| 4325   | GET    | /favicon.ico                         | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 474    | 3851  | 0   | 0   |
| 1      | GET    | /apple-touch-icon-180x180.png        | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1      | 0     | 0   | 0   |
| 171    | GET    | ^/owner.*                            | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 6      | 165   | 0   | 0   |
| 1      | GET    | /favicon-128x128.png                 | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1      | 0     | 0   | 0   |
| 1      | GET    | /index.html                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1      | 0     | 0   | 0   |
| 4325   | GET    | /favicon-32x32.png                   | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 474    | 3851  | 0   | 0   |
| 37397  | GET    | ^/images/.+                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 4223   | 33174 | 0   | 0   |
| 76029  | GET    | ^/assets/.+                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 10892  | 65137 | 0   | 0   |
| 4155   | GET    | ^/client.*                           | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 469    | 3686  | 0   | 0   |
+--------+--------+--------------------------------------+-------+-------+-------+----------+-------+--------+-------+-----+-----+
