COMMAND                   AVG_CPU%
isuride                      103.4
pidstat                        0.5
landscape-sysin                0.4
rcu_sched                      0.2
sh                             0.1
mysql                          0.1
kworker/1:1-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
systemd-journal                0.0
sshd                           0.0
rsyslogd                       0.0
polkitd                        0.0
ModemManager                   0.0
kworker/u8:2-kvfree_rcu_reclaim       0.0
