COMMAND                   AVG_CPU%
nginx                        113.5
pidstat                        0.5
landscape-sysin                0.5
rcu_sched                      0.2
kworker/1:1-events             0.1
kworker/0:0-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
vmstat                         0.0
systemd-tmpfile                0.0
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
snapd                          0.0
polkitd                        0.0
