+-------+--------+--------------------------------------+-------+-------+-------+----------+-------+-------+-------+-----+-----+
| COUNT | METHOD |                 URI                  |  MIN  |  AVG  |  MAX  |   SUM    |  P99  |  2XX  |  3XX  | 4XX | 5XX |
+-------+--------+--------------------------------------+-------+-------+-------+----------+-------+-------+-------+-----+-----+
| 47307 | POST   | /api/chair/coordinate                | 0.003 | 0.059 | 0.413 | 2789.335 | 0.187 | 47307 | 0     | 0   | 0   |
| 71183 | GET    | /api/chair/notification              | 0.001 | 0.023 | 0.426 | 1617.269 | 0.127 | 71183 | 0     | 0   | 0   |
| 76770 | GET    | /api/app/notification                | 0.001 | 0.021 | 0.407 | 1587.637 | 0.123 | 76770 | 0     | 0   | 0   |
| 1078  | POST   | ^/api/app/rides/[0-9A-Z]+/evaluation | 0.034 | 0.573 | 2.349 | 617.217  | 2.233 | 1078  | 0     | 0   | 0   |
| 2281  | POST   | ^/api/chair/rides/[0-9A-Z]+/status   | 0.003 | 0.059 | 0.287 | 134.558  | 0.192 | 2281  | 0     | 0   | 0   |
| 1547  | GET    | /api/app/rides                       | 0.001 | 0.064 | 0.402 | 99.271   | 0.239 | 1547  | 0     | 0   | 0   |
| 1246  | POST   | /api/app/rides                       | 0.003 | 0.073 | 0.285 | 90.650   | 0.200 | 1246  | 0     | 0   | 0   |
| 1250  | POST   | /api/app/rides/estimated-fare        | 0.001 | 0.042 | 0.276 | 52.699   | 0.182 | 1250  | 0     | 0   | 0   |
| 163   | GET    | /api/owner/sales                     | 0.007 | 0.234 | 0.622 | 38.176   | 0.607 | 163   | 0     | 0   | 0   |
| 78    | GET    | /api/internal/matching               | 0.001 | 0.364 | 3.096 | 28.416   | 3.096 | 78    | 0     | 0   | 0   |
| 1545  | GET    | /api/app/nearby-chairs               | 0.001 | 0.015 | 0.171 | 23.595   | 0.083 | 1544  | 0     | 1   | 0   |
| 349   | POST   | /api/app/payment-methods             | 0.001 | 0.036 | 0.203 | 12.522   | 0.162 | 349   | 0     | 0   | 0   |
| 352   | POST   | /api/app/users                       | 0.001 | 0.034 | 0.179 | 11.959   | 0.147 | 352   | 0     | 0   | 0   |
| 257   | POST   | /api/chair/chairs                    | 0.001 | 0.041 | 0.155 | 10.518   | 0.136 | 257   | 0     | 0   | 0   |
| 253   | POST   | /api/chair/activity                  | 0.004 | 0.040 | 0.217 | 10.155   | 0.136 | 253   | 0     | 0   | 0   |
| 166   | GET    | /api/owner/chairs                    | 0.001 | 0.031 | 0.218 | 5.200    | 0.127 | 166   | 0     | 0   | 0   |
| 1     | POST   | /api/initialize                      | 2.027 | 2.027 | 2.027 | 2.027    | 2.027 | 1     | 0     | 0   | 0   |
| 1     | GET    | /api/owner/sales?                    | 0.045 | 0.045 | 0.045 | 0.045    | 0.045 | 1     | 0     | 0   | 0   |
| 5     | POST   | /api/owner/owners                    | 0.001 | 0.001 | 0.001 | 0.004    | 0.001 | 5     | 0     | 0   | 0   |
| 26777 | GET    | ^/images/.+                          | 0.000 | 0.000 | 0.001 | 0.001    | 0.000 | 3179  | 23598 | 0   | 0   |
| 3145  | GET    | /favicon.ico                         | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 358   | 2787  | 0   | 0   |
| 1     | GET    | /apple-touch-icon-180x180.png        | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1     | 0     | 0   | 0   |
| 3145  | GET    | /favicon-32x32.png                   | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 358   | 2787  | 0   | 0   |
| 1     | GET    | /favicon-128x128.png                 | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1     | 0     | 0   | 0   |
| 55277 | GET    | ^/assets/.+                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 8228  | 47049 | 0   | 0   |
| 1     | GET    | /index.html                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1     | 0     | 0   | 0   |
| 171   | GET    | ^/owner.*                            | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 6     | 165   | 0   | 0   |
| 2975  | GET    | ^/client.*                           | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 353   | 2622  | 0   | 0   |
+-------+--------+--------------------------------------+-------+-------+-------+----------+-------+-------+-------+-----+-----+
