COMMAND                   AVG_CPU%
mysqld                       161.2
pidstat                        0.5
jbd2/nvme0n1p1-8               0.2
vmstat                         0.0
kworker/u8:3-events_unbound       0.0
kworker/u8:3-events_power_efficient       0.0
kworker/u8:1-events_power_efficient       0.0
kworker/u8:0-events_unbound       0.0
kworker/u8:0-events_power_efficient       0.0
kworker/1:2-events             0.0
kworker/0:1H-kblockd           0.0
kworker/0:0-events             0.0
ksoftirqd/1                    0.0
amazon-ssm-agen                0.0
