procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 1175396 103144 1316964    0    0    65  3561 6119   32 25  5 68  2  0  0 2026-09-21 18:29:26
 0  3      0 1209316 103144 1280432    0    0     0  6092 1974 3761  2  1 85 13  0  0 2026-09-21 18:29:27
 0  1      0 1275300 103144 1212076    0    0     0 29744 4604 9349 16  3 48 33  0  0 2026-09-21 18:29:28
 0  0      0 1266192 103144 1224052    0    0     0 19024 3691 6092 15  2 61 22  0  0 2026-09-21 18:29:29
 0  0      0 1265456 103144 1224108    0    0     0  2164 2436 3482  3  1 93  4  0  0 2026-09-21 18:29:30
 1  0      0 1265456 103144 1224188    0    0     0  1964 2484 3748  2  1 94  4  0  0 2026-09-21 18:29:31
 0  0      0 1265456 103144 1224388    0    0     0  2080 3490 4999  4  1 91  4  0  0 2026-09-21 18:29:32
 0  0      0 1265456 103144 1224716    0    0     0  1916 3838 5418  5  2 91  3  0  0 2026-09-21 18:29:33
 0  0      0 1265456 103144 1224916    0    0     0  1924 4111 5760  4  1 91  4  0  0 2026-09-21 18:29:34
 0  0      0 1264432 103144 1226496    0    0     0  3208 5265 6949  7  3 87  4  0  0 2026-09-21 18:29:35
 0  0      0 1264432 103144 1226912    0    0     0  2236 5925 7574  7  3 87  4  0  0 2026-09-21 18:29:36
 1  0      0 1264432 103144 1227648    0    0     0  2292 6728 8587  8  3 86  4  0  0 2026-09-21 18:29:37
 1  0      0 1264432 103144 1228320    0    0     0  2348 7670 9429 11  4 82  3  0  0 2026-09-21 18:29:38
 1  0      0 1264432 103144 1229328    0    0     0  2664 8976 10805 14  4 79  3  0  0 2026-09-21 18:29:39
 1  0      0 1264432 103144 1230424    0    0     0  3176 10180 11861 17  6 74  4  0  0 2026-09-21 18:29:40
 1  0      0 1264232 103144 1232060    0    0     0  4012 12829 15702 25  8 63  4  0  0 2026-09-21 18:29:41
 2  0      0 1263424 103144 1233796    0    0     0  4340 13109 15747 26  8 60  6  0  0 2026-09-21 18:29:42
 6  1      0 1254228 103144 1244284    0    0     0 13748 17568 19688 35 11 47  6  0  0 2026-09-21 18:29:43
10  1      0 1245024 103144 1254856    0    0     0 21224 18266 21431 38 13 43  6  0  0 2026-09-21 18:29:44
 8  2      0 1240944 103144 1260280    0    0     0  8600 19537 22048 49 14 36  1  0  0 2026-09-21 18:29:45
 1  1      0 1238240 103144 1263596    0    0     0  9760 21041 25694 75 14 10  2  0  0 2026-09-21 18:29:46
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
10  1      0 1235952 103144 1266788    0    0     0  9964 19324 23690 57 13 25  5  0  0 2026-09-21 18:29:47
 8  2      0 1226224 103144 1277452    0    0     0 16540 21217 24129 66 16 14  5  0  0 2026-09-21 18:29:48
 2  1      0 1221280 103144 1280780    0    0     0 10088 20065 22533 60 14 21  4  0  0 2026-09-21 18:29:49
31  1      0 1215792 103144 1286280    0    0     0 11384 21872 24654 69 14 12  5  0  0 2026-09-21 18:29:50
 0  2      0 1212952 103144 1289524    0    0     0 10328 18663 21629 47 12 37  4  0  0 2026-09-21 18:29:51
 0  3      0 1201556 103144 1300632    0    0     0 17592 20994 24559 68 15 12  6  0  0 2026-09-21 18:29:52
 0  2      0 1196276 103144 1304112    0    0     0  9564 19109 22334 61 15 19  6  0  0 2026-09-21 18:29:53
 1  1      0 1191760 103144 1308724    0    0     0 14920 20655 21035 64 14 18  3  0  0 2026-09-21 18:29:54
 0  1      0 1187396 103144 1313052    0    0     0 11516 16923 19332 50 13 31  6  0  0 2026-09-21 18:29:55
 1  1      0 1185376 103144 1315244    0    0     0  8232 16870 19423 46 14 35  6  0  0 2026-09-21 18:29:56
18  0      0 1182136 103144 1318696    0    0     0 53140 15812 17692 52 14 29  6  0  0 2026-09-21 18:29:57
 0  2      0 1180320 103144 1320852    0    0     0 10256 13848 15451 49 10 33  8  0  0 2026-09-21 18:29:58
 0  1      0 1178052 103144 1323112    0    0     0  9184 17291 18327 52 10 28 10  0  0 2026-09-21 18:29:59
21  3      0 1173792 103144 1327340    0    0     0 10616 16834 18665 51 13 30  7  0  0 2026-09-21 18:30:00
 4  1      0 1170696 103144 1330044    0    0     0 10140 11882 13555 40  8 45  7  0  0 2026-09-21 18:30:01
34  0      0 1169436 103144 1332172    0    0     0  7984 15859 15268 56 14 28  3  0  0 2026-09-21 18:30:02
25  0      0 1165136 103144 1335500    0    0     0  9520 15997 16825 59 13 22  6  0  0 2026-09-21 18:30:03
51  2      0 1161884 103144 1339324    0    0     0 10172 15993 17609 48 12 38  2  0  0 2026-09-21 18:30:04
 0  2      0 1159548 103144 1342520    0    0     0 10748 16583 16970 57 13 26  3  0  0 2026-09-21 18:30:05
 0  1      0 1157064 103144 1345144    0    0     0  8960 11856 13266 37  8 47  8  0  0 2026-09-21 18:30:06
10  3      0 1153972 103144 1348200    0    0     0  9536 15860 15191 52 13 32  3  0  0 2026-09-21 18:30:07
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  2      0 1151436 103144 1351168    0    0     0  9740 13903 13698 46 10 39  5  0  0 2026-09-21 18:30:08
13  1      0 1148396 103144 1354380    0    0     0  9300 15944 16880 48 14 31  7  0  0 2026-09-21 18:30:09
 9  2      0 1144888 103144 1357956    0    0     0 10588 11564 13158 37  7 48  8  0  0 2026-09-21 18:30:10
 0  2      0 1143324 103144 1359572    0    0     0  8872 14753 16994 35 11 42 11  0  0 2026-09-21 18:30:11
 6  1      0 1141820 103144 1360912    0    0     0  4968 13495 13290 33  8 53  6  1  0 2026-09-21 18:30:12
 2  1      0 1138524 103144 1364304    0    0     0 10628 15941 16773 51 13 32  4  0  0 2026-09-21 18:30:13
10  1      0 1134964 103144 1368328    0    0     0 10936 12868 14434 44  8 42  7  0  0 2026-09-21 18:30:14
 0  2      0 1131508 103144 1372056    0    0     0 10844 13548 14699 41 10 46  3  0  0 2026-09-21 18:30:15
 0  2      0 1130144 103144 1373592    0    0     0  8784 10409 12442 34  8 49  9  0  0 2026-09-21 18:30:16
 7  2      0 1127616 103144 1376228    0    0     0 11036 14427 13650 46 13 31 11  0  0 2026-09-21 18:30:17
 7  1      0 1124824 103144 1379008    0    0     0  9852 13403 13751 34 11 48  7  0  0 2026-09-21 18:30:18
 0  2      0 1123420 103144 1380100    0    0     0  9728 11250 12051 28  7 58  8  0  0 2026-09-21 18:30:19
 0  1      0 1121300 103144 1382612    0    0     0  9428 18670 17367 53 15 27  5  0  0 2026-09-21 18:30:20
 0  1      0 1120292 103144 1383592    0    0     0  7144 11018 11962 20  8 63  9  0  0 2026-09-21 18:30:21
 0  1      0 1117012 103144 1387064    0    0     0 10344 15846 15216 57 15 18 11  0  0 2026-09-21 18:30:22
 1  2      0 1107624 103144 1396612    0    0     0 17828 9000 11296 27  5 54 14  0  0 2026-09-21 18:30:23
 0  1      0 1104324 103144 1399436    0    0     0  9204 14020 16231 36 12 43  9  0  0 2026-09-21 18:30:24
 0  1      0 1096324 103144 1407740    0    0     0 15716 12691 14719 50 10 31 10  0  0 2026-09-21 18:30:25
 1  1      0 1095420 103144 1408580    0    0     0  8648 8111 9835 17  4 67 12  0  0 2026-09-21 18:30:26
22  2      0 1092780 103144 1411420    0    0     0  7800 13677 14099 35 12 45  9  0  0 2026-09-21 18:30:27
32  0      0 1091772 103144 1413004    0    0     0 66700 12412 12963 39  9 49  4  0  0 2026-09-21 18:30:28
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
10  1      0 1089740 103144 1415140    0    0     0  8724 10633 11100 24  7 60  9  0  0 2026-09-21 18:30:29
 4  0      0 1086780 103144 1418308    0    0     0 11644 12573 14779 50 10 32  8  0  0 2026-09-21 18:30:30
 0  1      0 1080364 103144 1424088    0    0     0 15536 7389 10389 26  4 56 13  0  0 2026-09-21 18:30:31
 0  2      0 1080364 103144 1424088    0    0     0 11924  999 1960  1  1 83 16  0  0 2026-09-21 18:30:32
 0  2      0 1080364 103144 1424088    0    0     0  7232  834 1704  1  0 86 13  0  0 2026-09-21 18:30:33
 0  2      0 1080364 103144 1424088    0    0     0  7632  865 1756  0  1 86 14  0  0 2026-09-21 18:30:34
 3  2      0 1041612 103144 1424116    0    0     0  7244 2026 3810 16 10 65 11  0  0 2026-09-21 18:30:35
