COMMAND                   AVG_CPU%
isuride                      117.6
pidstat                        0.5
landscape-sysin                0.2
sh                             0.1
rcu_sched                      0.1
mysql                          0.1
kworker/0:3-events             0.1
vmstat                         0.0
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
snapd                          0.0
kworker/u8:3-flush-259:0       0.0
kworker/1:3-events             0.0
ksoftirqd/1                    0.0
