COMMAND                   AVG_CPU%
nginx                        113.5
pidstat                        0.5
rcu_sched                      0.2
landscape-sysin                0.2
kworker/1:0-events             0.1
kworker/0:1-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
udisksd                        0.0
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
multipathd                     0.0
kworker/u8:2-ext4-rsv-conversion       0.0
kworker/u8:1-kvfree_rcu_reclaim       0.0
