COMMAND                   AVG_CPU%
mysqld                       135.8
pidstat                        0.5
jbd2/nvme0n1p1-8               0.3
rcu_sched                      0.0
polkitd                        0.0
kworker/u8:2-ext4-rsv-conversion       0.0
kworker/u8:2-events_unbound       0.0
kworker/u8:1-events_power_efficient       0.0
kworker/u8:0+flush-259:0       0.0
kworker/u8:0-events_unbound       0.0
kworker/1:0-events             0.0
kworker/0:0-events             0.0
ksoftirqd/1                    0.0
kcompactd0                     0.0
irqbalance                     0.0
