COMMAND                   AVG_CPU%
isuride                       80.7
pidstat                        0.5
rcu_sched                      0.1
mysql                          0.1
landscape-sysin                0.1
ksoftirqd/1                    0.1
systemd-journal                0.0
systemd                        0.0
snapd                          0.0
sh                             0.0
rsyslogd                       0.0
kworker/u8:4-kvfree_rcu_reclaim       0.0
kworker/u8:2-kvfree_rcu_reclaim       0.0
kworker/u8:0-flush-259:0       0.0
kworker/1:1-events             0.0
