COMMAND                   AVG_CPU%
mysqld                        85.9
pidstat                        0.4
jbd2/nvme0n1p1-8               0.3
cloud-id                       0.1
wget                           0.0
vmstat                         0.0
systemd-udevd                  0.0
systemd-journal                0.0
systemd                        0.0
kworker/u8:4-flush-259:0       0.0
kworker/u8:3-flush-259:0       0.0
kworker/u8:3-events_unbound       0.0
kworker/u8:2-events_unbound       0.0
kworker/u8:2-events_power_efficient       0.0
kworker/u8:0-writeback         0.0
