COMMAND                   AVG_CPU%
isuride                       96.5
pidstat                        0.5
rcu_sched                      0.2
sh                             0.1
mysql                          0.1
landscape-sysin                0.1
kworker/1:1-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
vmstat                         0.0
systemd-network                0.0
systemd-logind                 0.0
systemd-journal                0.0
systemd                        0.0
multipathd                     0.0
