COMMAND                   AVG_CPU%
nginx                        115.1
pidstat                        0.5
fwupd                          0.5
rcu_sched                      0.2
systemd-udevd                  0.1
systemd                        0.1
kworker/1:3-events             0.1
kworker/0:2-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
fwupdmgr                       0.1
dbus-daemon                    0.1
vmstat                         0.0
udisksd                        0.0
systemd-journal                0.0
