COMMAND                   AVG_CPU%
nginx                        108.1
pidstat                        0.5
landscape-sysin                0.3
rcu_sched                      0.1
kworker/u8:3-events_power_efficient       0.1
kworker/1:1-events             0.1
kworker/0:0-events             0.1
ksoftirqd/1                    0.1
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
multipathd                     0.0
kworker/u8:2-kvfree_rcu_reclaim       0.0
kworker/u8:0-ext4-rsv-conversion       0.0
kworker/u8:0-events_power_efficient       0.0
