+--------+--------+--------------------------------------+-------+--------+--------+------------+--------+--------+--------+-----+-----+
| COUNT  | METHOD |                 URI                  |  MIN  |  AVG   |  MAX   |    SUM     |  P99   |  2XX   |  3XX   | 4XX | 5XX |
+--------+--------+--------------------------------------+-------+--------+--------+------------+--------+--------+--------+-----+-----+
| 10292  | GET    | /api/app/notification                | 0.511 | 11.960 | 27.431 | 123092.144 | 23.541 | 10292  | 0      | 0   | 0   |
| 868    | GET    | /api/chair/notification              | 1.883 | 31.147 | 60.139 | 27035.197  | 59.998 | 868    | 0      | 0   | 0   |
| 6819   | POST   | ^/api/app/rides/[0-9A-Z]+/evaluation | 0.033 | 0.976  | 4.741  | 6657.907   | 3.427  | 6819   | 0      | 0   | 0   |
| 135374 | POST   | /api/chair/coordinate                | 0.583 | 0.013  | 1.578  | 1715.222   | 0.183  | 135374 | 0      | 0   | 0   |
| 10550  | POST   | /api/app/rides                       | 0.002 | 0.152  | 1.856  | 1598.401   | 0.748  | 10550  | 0      | 0   | 0   |
| 11049  | GET    | /api/app/rides                       | 0.001 | 0.110  | 1.516  | 1211.350   | 0.700  | 11049  | 0      | 0   | 0   |
| 13949  | POST   | ^/api/chair/rides/[0-9A-Z]+/status   | 0.001 | 0.078  | 1.683  | 1081.523   | 0.556  | 13949  | 0      | 0   | 0   |
| 10554  | POST   | /api/app/rides/estimated-fare        | 0.001 | 0.080  | 1.829  | 841.439    | 0.649  | 10554  | 0      | 0   | 0   |
| 4079   | POST   | /api/app/payment-methods             | 0.001 | 0.100  | 1.956  | 407.185    | 0.833  | 4079   | 0      | 0   | 0   |
| 4181   | POST   | /api/app/users                       | 0.001 | 0.088  | 1.896  | 367.151    | 0.570  | 4181   | 0      | 0   | 0   |
| 109    | GET    | /api/owner/sales                     | 0.003 | 0.795  | 3.971  | 86.635     | 3.825  | 109    | 0      | 0   | 0   |
| 11047  | GET    | /api/app/nearby-chairs               | 0.001 | 0.004  | 0.096  | 46.293     | 0.034  | 11046  | 0      | 1   | 0   |
| 844    | POST   | /api/chair/activity                  | 0.001 | 0.039  | 1.634  | 32.677     | 0.506  | 844    | 0      | 0   | 0   |
| 1014   | POST   | /api/chair/chairs                    | 0.001 | 0.031  | 0.791  | 31.110     | 0.399  | 1014   | 0      | 0   | 0   |
| 1      | POST   | /api/initialize                      | 1.977 | 1.977  | 1.977  | 1.977      | 1.977  | 1      | 0      | 0   | 0   |
| 93     | GET    | /api/owner/chairs                    | 0.001 | 0.003  | 0.041  | 0.294      | 0.041  | 93     | 0      | 0   | 0   |
| 1      | GET    | /api/owner/sales?                    | 0.037 | 0.037  | 0.037  | 0.037      | 0.037  | 1      | 0      | 0   | 0   |
| 5      | POST   | /api/owner/owners                    | 0.001 | 0.001  | 0.001  | 0.005      | 0.001  | 5      | 0      | 0   | 0   |
| 198425 | GET    | ^/images/.+                          | 0.000 | 0.000  | 0.001  | 0.001      | 0.000  | 37640  | 160785 | 0   | 0   |
| 1      | GET    | /apple-touch-icon-180x180.png        | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 1      | 0      | 0   | 0   |
| 1      | GET    | /favicon-128x128.png                 | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 1      | 0      | 0   | 0   |
| 22144  | GET    | /favicon.ico                         | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 4187   | 17957  | 0   | 0   |
| 1      | GET    | /index.html                          | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 1      | 0      | 0   | 0   |
| 22144  | GET    | /favicon-32x32.png                   | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 4187   | 17957  | 0   | 0   |
| 98     | GET    | ^/owner.*                            | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 6      | 92     | 0   | 0   |
| 401281 | GET    | ^/assets/.+                          | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 96196  | 305085 | 0   | 0   |
| 22047  | GET    | ^/client.*                           | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 4182   | 17865  | 0   | 0   |
+--------+--------+--------------------------------------+-------+--------+--------+------------+--------+--------+--------+-----+-----+
