procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 3  0      0 1427896  85224 2056388    0    0    79   501 6630   29  9  4 87  0  0  0 2026-09-21 18:27:21
 0  0      0 1424612  85224 2056352    0    0     0     0 1249 1659  5  3 93  0  0  0 2026-09-21 18:27:22
 0  0      0 1399468  85224 2056352    0    0     0     0 1526 1652  8  3 89  0  0  0 2026-09-21 18:27:23
 0  0      0 1399244  85224 2056352    0    0     0     0 3438 4388  6  3 91  0  0  0 2026-09-21 18:27:24
 0  0      0 1399244  85224 2056352    0    0     0     0 2257 2499  2  2 96  0  0  0 2026-09-21 18:27:25
 2  0      0 1397528  85224 2056352    0    0     0     0 4285 5033  3  3 94  0  0  0 2026-09-21 18:27:26
 0  0      0 1393700  85228 2056352    0    0     0   132 5484 6577  4  4 92  0  0  0 2026-09-21 18:27:27
 0  0      0 1390956  85228 2056352    0    0     0     0 7102 8566  4  4 92  0  0  0 2026-09-21 18:27:28
 0  0      0 1391072  85228 2056352    0    0     0     0 8705 10281  6  5 89  0  0  0 2026-09-21 18:27:29
 0  0      0 1441680  85228 2056352    0    0     0     0 9772 11148  7  5 89  0  0  0 2026-09-21 18:27:30
 0  0      0 1443060  85228 2056352    0    0     0     0 12154 15042  8  6 86  0  0  0 2026-09-21 18:27:31
 4  0      0 1445556  85228 2056352    0    0     0     0 13626 16127 11  7 83  0  0  0 2026-09-21 18:27:32
 0  0      0 1448024  85228 2056400    0    0     0     0 16068 18290 10  7 82  0  0  0 2026-09-21 18:27:33
 0  0      0 1445908  85228 2056464    0    0     0     0 18178 19286 13 10 78  0  0  0 2026-09-21 18:27:34
 3  0      0 1445432  85228 2056592    0    0     0     0 22435 24075 16 12 72  0  0  0 2026-09-21 18:27:35
 0  0      0 1443424  85228 2056688    0    0     0     8 26300 28884 23 12 64  0  0  0 2026-09-21 18:27:36
 0  0      0 1434900  85228 2056848    0    0     0     0 31159 30470 25 14 61  0  0  0 2026-09-21 18:27:37
 4  0      0 1427396  85228 2056944    0    0     0     0 32962 33625 26 16 58  0  0  0 2026-09-21 18:27:38
 2  0      0 1415332  85228 2057168    0    0     0     0 38163 36474 33 19 47  0  0  0 2026-09-21 18:27:39
 3  0      0 1405560  85228 2057344    0    0     0     8 38548 36359 35 21 45  0  0  0 2026-09-21 18:27:40
 3  0      0 1394812  85228 2057564    0    0     0     0 35332 31408 37 18 45  0  0  0 2026-09-21 18:27:41
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 2  0      0 1387276  85228 2057760    0    0     0     0 37181 32363 37 20 43  0  0  0 2026-09-21 18:27:42
 3  0      0 1373076  85228 2058072    0    0     0  2348 38312 26856 42 20 37  1  0  0 2026-09-21 18:27:43
 2  0      0 1360444  85228 2058288    0    0     0     0 36480 29093 40 19 41  0  0  0 2026-09-21 18:27:44
 2  0      0 1347124  85228 2058504    0    0     0     0 39532 29685 43 21 35  0  0  0 2026-09-21 18:27:45
 2  0      0 1339852  85228 2058720    0    0     0     0 36148 24392 46 20 34  0  0  0 2026-09-21 18:27:46
 2  0      0 1329064  85228 2058880    0    0     0     0 34424 26240 45 20 35  0  0  0 2026-09-21 18:27:47
 4  0      0 1315964  85228 2059152    0    0     0 12036 33879 18413 53 20 26  1  0  0 2026-09-21 18:27:48
 3  0      0 1316780  85228 2059408    0    0     0     0 36303 19692 52 24 24  0  0  0 2026-09-21 18:27:49
 2  0      0 1315772  85228 2059620    0    0     0    16 35112 12136 63 24 13  0  0  0 2026-09-21 18:27:50
