COMMAND                   AVG_CPU%
nginx                        117.6
pidstat                        0.5
landscape-sysin                0.3
rcu_sched                      0.2
kworker/1:1-events             0.1
kworker/0:0-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
vmstat                         0.0
systemd                        0.0
sshd                           0.0
snapd                          0.0
kworker/u8:4-kvfree_rcu_reclaim       0.0
kworker/u8:0-kvfree_rcu_reclaim       0.0
dbus-daemon                    0.0
