procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 3194668  22196 371004    0    0  2095   328 14851   48 21 12 66  1  0  0 2026-09-21 18:40:57
 0  0      0 3191392  22196 370968    0    0     0     0 1093 1349  4  2 94  0  0  0 2026-09-21 18:40:58
 0  0      0 3173332  22196 370968    0    0     0     0 1176 1266  7  3 90  0  0  0 2026-09-21 18:40:59
 0  0      0 3181396  22196 370968    0    0     0     0 1988 2360  6  3 92  0  0  0 2026-09-21 18:41:00
 0  0      0 3183504  22196 370972    0    0     0     1 3424 3437  3  4 94  0  0  0 2026-09-21 18:41:01
 0  0      0 3183504  22196 370972    0    0     0     0 3967 4908  3  3 94  0  0  0 2026-09-21 18:41:02
 0  0      0 3188008  22196 370972    0    0     0     0 6190 7653  5  3 92  0  0  0 2026-09-21 18:41:03
 0  0      0 3214076  22196 370972    0    0     0     0 7341 8948  5  5 90  0  0  0 2026-09-21 18:41:04
 0  0      0 3220864  22196 370972    0    0     0     0 8423 10018  5  4 91  0  0  0 2026-09-21 18:41:05
 0  0      0 3224904  22196 371004    0    0     0     0 8947 10526  6  4 90  0  0  0 2026-09-21 18:41:06
 0  0      0 3226216  22196 371004    0    0     0     0 13870 15827  8  5 87  0  0  0 2026-09-21 18:41:07
 0  0      0 3229884  22196 371068    0    0     0     0 13612 14955 11  7 82  0  0  0 2026-09-21 18:41:08
 0  0      0 3229380  22196 371116    0    0     0     0 15889 18432 10  7 83  0  0  0 2026-09-21 18:41:09
 0  0      0 3225880  22196 371196    0    0     0     0 21840 22177 14 12 74  0  0  0 2026-09-21 18:41:10
 3  0      0 3223640  22196 371292    0    0     0     0 23569 25167 16 13 71  0  0  0 2026-09-21 18:41:11
 0  0      0 3220380  22196 371388    0    0     0     0 28697 28944 20 14 66  0  0  0 2026-09-21 18:41:12
 6  0      0 3214864  22196 371580    0    0     0  7564 32213 32610 25 14 60  1  0  0 2026-09-21 18:41:13
 1  0      0 3207812  22196 371724    0    0     0     0 37327 36017 28 20 52  0  0  0 2026-09-21 18:41:14
 2  0      0 3197260  22196 371988    0    0     0     0 38249 35956 32 20 48  0  0  0 2026-09-21 18:41:15
 3  0      0 3187940  22196 372088    0    0     0     0 38460 36254 31 19 50  0  0  0 2026-09-21 18:41:16
 5  0      0 3178412  22196 372348    0    0     0     0 37526 33650 34 20 46  0  0  0 2026-09-21 18:41:17
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 3  0      0 3167460  22196 372560    0    0     0     0 37498 32934 34 23 44  0  0  0 2026-09-21 18:41:18
 1  0      0 3159628  22196 372796    0    0     0     0 38287 34472 31 20 49  0  0  0 2026-09-21 18:41:19
 3  0      0 3142840  22204 373112    0    0     0   136 37273 29146 39 20 41  0  0  0 2026-09-21 18:41:20
 3  0      0 3134596  22204 373288    0    0     0     0 36433 32909 35 21 43  0  0  0 2026-09-21 18:41:21
 1  0      0 3124404  22204 373448    0    0     0     0 38936 32764 38 22 41  0  0  0 2026-09-21 18:41:22
 2  0      0 3114892  22204 373744    0    0     0    12 41072 31636 40 22 38  0  0  0 2026-09-21 18:41:23
 3  0      0 3100632  22204 373936    0    0     0     0 37360 26077 44 21 36  0  0  0 2026-09-21 18:41:24
 0  0      0 3084332  22204 374348    0    0     0     0 36670 24307 47 21 32  0  0  0 2026-09-21 18:41:25
 2  0      0 3073776  22204 374448    0    0     0     0 35592 25904 41 20 38  0  0  0 2026-09-21 18:41:26
 0  0      0 3066328  22204 374644    0    0     0     4 38312 25157 43 25 32  0  0  0 2026-09-21 18:41:27
 0  0      0 3057276  22204 374780    0    0     0  2068 37394 24183 46 25 29  0  0  0 2026-09-21 18:41:28
 3  0      0 3048136  22204 374996    0    0     0     0 37143 20088 50 23 27  0  0  0 2026-09-21 18:41:29
 4  0      0 3040416  22204 375016    0    0     0     0 38251 20014 51 23 26  0  0  0 2026-09-21 18:41:30
 3  0      0 3029880  22204 375332    0    0     0     0 37668 21954 53 21 26  0  0  0 2026-09-21 18:41:31
 2  0      0 3018608  22204 375360    0    0     0     0 37547 22422 49 22 28  0  0  0 2026-09-21 18:41:32
 2  0      0 3010676  22204 375732    0    0     0     0 39422 15132 57 25 18  0  0  0 2026-09-21 18:41:33
 5  0      0 3003176  22204 375924    0    0     0     0 35892 20369 51 23 26  0  0  0 2026-09-21 18:41:34
 0  0      0 2992620  22204 376004    0    0     0     0 38332 22620 49 23 28  0  0  0 2026-09-21 18:41:35
 2  0      0 2986100  22204 376008    0    0     0     0 39245 14436 57 25 18  0  0  0 2026-09-21 18:41:36
 4  0      0 2979428  22204 376284    0    0     0     0 38943 16412 57 24 19  0  0  0 2026-09-21 18:41:37
 4  0      0 2975036  22204 376540    0    0     0     0 36881 21716 50 23 27  0  0  0 2026-09-21 18:41:38
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 2972720  22204 376540    0    0     0     0 36602 13931 55 24 21  0  0  0 2026-09-21 18:41:39
 3  0      0 2966168  22204 376540    0    0     0     0 39140 16984 53 25 22  0  0  0 2026-09-21 18:41:40
 1  0      0 2965720  22204 376616    0    0     0     0 40730 26018 44 25 31  0  0  0 2026-09-21 18:41:41
 2  0      0 2964284  22204 376912    0    0     0     0 36376 17248 59 23 18  0  0  0 2026-09-21 18:41:42
 2  0      0 2964064  22204 377048    0    0     0     0 37765 12247 58 26 16  0  0  0 2026-09-21 18:41:43
 1  0      0 2963364  22204 377148    0    0     0     0 37809 20269 52 21 27  0  0  0 2026-09-21 18:41:44
 3  0      0 2962456  22204 377148    0    0     0     0 36015 10086 61 27 12  0  0  0 2026-09-21 18:41:45
 3  0      0 2960468  22204 377248    0    0     0     0 37097 22008 55 19 26  0  0  0 2026-09-21 18:41:46
 2  0      0 2959772  22204 377544    0    0     0     0 36066 9483 59 27 15  0  0  0 2026-09-21 18:41:47
 2  0      0 2951860  22204 377816    0    0     0     0 35022 21264 48 21 30  0  0  0 2026-09-21 18:41:48
 6  0      0 2940788  22204 377816    0    0     0     0 34858 7162 70 23  7  0  0  0 2026-09-21 18:41:49
 2  0      0 2928704  22212 377816    0    0     0   160 37391 16526 53 26 20  0  0  0 2026-09-21 18:41:50
 2  0      0 2923836  22212 377816    0    0     0     0 38375 19238 55 24 21  0  0  0 2026-09-21 18:41:51
 2  0      0 2922268  22212 378116    0    0     0     0 34410 11477 59 25 15  0  0  0 2026-09-21 18:41:52
 4  0      0 2921892  22212 378136    0    0     0     0 35105 18640 53 23 24  0  0  0 2026-09-21 18:41:53
 2  0      0 2916396  22212 378228    0    0     0     0 34453 11820 57 26 17  0  0  0 2026-09-21 18:41:54
 2  0      0 2912392  22212 378228    0    0     0     0 35070 24556 42 20 38  0  0  0 2026-09-21 18:41:55
 0  0      0 2910440  22212 378480    0    0     0     0 36833 6709 63 29  7  0  0  0 2026-09-21 18:41:56
 2  0      0 2883524  22212 378480    0    0     0     8 36212 16705 58 20 22  0  0  0 2026-09-21 18:41:57
 2  0      0 2869444  22212 378600    0    0     0     0 36505 9145 62 26 13  0  0  0 2026-09-21 18:41:58
 1  0      0 2866172  22212 378608    0    0     0    20 38684 26611 40 23 36  0  0  0 2026-09-21 18:41:59
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 2  0      0 2864600  22212 378856    0    0     0     0 38116 7377 63 29  9  0  0  0 2026-09-21 18:42:00
 0  0      0 2864028  22212 378860    0    0     0     0 25374 20015 34 12 54  0  0  0 2026-09-21 18:42:01
 0  0      0 2864028  22212 378860    0    0     0  1164  813 1035  3  2 96  0  0  0 2026-09-21 18:42:02
 0  0      0 2864028  22212 378860    0    0     0     0  646  821  2  2 97  0  0  0 2026-09-21 18:42:03
 0  0      0 2862768  22212 378860    0    0     0     0 1064 1151 11  2 87  0  0  0 2026-09-21 18:42:04
 0  0      0 2862768  22212 378860    0    0     0     0  752  967  2  2 97  0  0  0 2026-09-21 18:42:05
 1  0      0 2861008  22212 376300    0    0     0     0 19954 19555 19 16 65  0  0  0 2026-09-21 18:42:06
