+--------+--------+--------------------------------------+-------+--------+--------+------------+--------+--------+-----+-----+-----+
| COUNT  | METHOD |                 URI                  |  MIN  |  AVG   |  MAX   |    SUM     |  P99   |  2XX   | 3XX | 4XX | 5XX |
+--------+--------+--------------------------------------+-------+--------+--------+------------+--------+--------+-----+-----+-----+
| 18858  | GET    | /api/app/notification                | 0.355 | 6.993  | 46.299 | 131866.750 | 16.302 | 18858  | 0   | 0   | 0   |
| 1480   | GET    | /api/chair/notification              | 1.918 | 32.973 | 60.181 | 48800.036  | 60.040 | 1480   | 0   | 0   | 0   |
| 311255 | POST   | /api/chair/coordinate                | 0.002 | 0.035  | 0.320  | 10757.282  | 0.148  | 311255 | 0   | 0   | 0   |
| 15840  | POST   | ^/api/app/rides/[0-9A-Z]+/evaluation | 0.030 | 0.183  | 0.817  | 2900.973   | 0.574  | 15840  | 0   | 0   | 0   |
| 33744  | POST   | ^/api/chair/rides/[0-9A-Z]+/status   | 0.001 | 0.038  | 0.297  | 1285.515   | 0.164  | 33744  | 0   | 0   | 0   |
| 19125  | POST   | /api/app/rides                       | 0.001 | 0.056  | 0.437  | 1078.468   | 0.293  | 19125  | 0   | 0   | 0   |
| 19129  | POST   | /api/app/rides/estimated-fare        | 0.001 | 0.049  | 0.389  | 946.505    | 0.264  | 19129  | 0   | 0   | 0   |
| 21167  | GET    | /api/app/rides                       | 0.001 | 0.032  | 0.300  | 668.631    | 0.141  | 21167  | 0   | 0   | 0   |
| 21165  | GET    | /api/app/nearby-chairs               | 0.001 | 0.031  | 0.300  | 646.155    | 0.129  | 21164  | 0   | 1   | 0   |
| 3626   | POST   | /api/app/users                       | 0.001 | 0.044  | 0.402  | 158.710    | 0.249  | 3626   | 0   | 0   | 0   |
| 3610   | POST   | /api/app/payment-methods             | 0.001 | 0.026  | 0.304  | 93.510     | 0.147  | 3610   | 0   | 0   | 0   |
| 1905   | POST   | /api/chair/chairs                    | 0.001 | 0.033  | 0.410  | 62.275     | 0.218  | 1905   | 0   | 0   | 0   |
| 1455   | POST   | /api/chair/activity                  | 0.001 | 0.040  | 0.388  | 58.253     | 0.200  | 1455   | 0   | 0   | 0   |
| 1      | POST   | /api/initialize                      | 1.989 | 1.989  | 1.989  | 1.989      | 1.989  | 1      | 0   | 0   | 0   |
| 95     | GET    | /api/owner/sales                     | 0.001 | 0.015  | 0.097  | 1.462      | 0.097  | 95     | 0   | 0   | 0   |
| 70     | GET    | /api/owner/chairs                    | 0.001 | 0.010  | 0.066  | 0.692      | 0.066  | 70     | 0   | 0   | 0   |
| 5      | POST   | /api/owner/owners                    | 0.001 | 0.001  | 0.001  | 0.005      | 0.001  | 5      | 0   | 0   | 0   |
| 1      | GET    | /api/owner/sales?                    | 0.001 | 0.001  | 0.001  | 0.001      | 0.001  | 1      | 0   | 0   | 0   |
| 32645  | GET    | ^/images/.+                          | 0.000 | 0.000  | 0.001  | 0.001      | 0.000  | 32645  | 0   | 0   | 0   |
| 1      | GET    | /index.html                          | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 1      | 0   | 0   | 0   |
| 3632   | GET    | /favicon-32x32.png                   | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 3632   | 0   | 0   | 0   |
| 3632   | GET    | /favicon.ico                         | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 3632   | 0   | 0   | 0   |
| 1      | GET    | /favicon-128x128.png                 | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 1      | 0   | 0   | 0   |
| 1      | GET    | /apple-touch-icon-180x180.png        | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 1      | 0   | 0   | 0   |
| 6      | GET    | ^/owner.*                            | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 6      | 0   | 0   | 0   |
| 83517  | GET    | ^/assets/.+                          | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 83517  | 0   | 0   | 0   |
| 3627   | GET    | ^/client.*                           | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 3627   | 0   | 0   | 0   |
+--------+--------+--------------------------------------+-------+--------+--------+------------+--------+--------+-----+-----+-----+
