COMMAND                   AVG_CPU%
mysqld                        83.0
pidstat                        0.4
jbd2/nvme0n1p1-8               0.3
systemd-journal                0.0
multipathd                     0.0
kworker/u8:4-ext4-rsv-conversion       0.0
kworker/u8:2-ext4-rsv-conversion       0.0
kworker/u8:2-events_power_efficient       0.0
kworker/u8:0-ext4-rsv-conversion       0.0
kworker/u8:0-events_unbound       0.0
kworker/1:0-events             0.0
kworker/0:2-events             0.0
kworker/0:1H-kblockd           0.0
