procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 1177000 103128 1308188    0    0    69  3442 6108   32 25  5 68  2  0  0 2026-09-21 18:20:56
 2  0      0 1178452 103128 1308052    0    0     0   224  458  713  1  1 99  0  0  0 2026-09-21 18:20:57
 1  1      0 1275092 103128 1206088    0    0     0 25568 5254 10016 11  3 49 38  0  0 2026-09-21 18:20:58
 0  0      0 1260004 103128 1223452    0    0     0 25248 3974 7046 23  3 51 23  0  0 2026-09-21 18:20:59
 0  0      0 1260004 103128 1223568    0    0     0  2372 2321 3748  2  1 93  4  0  0 2026-09-21 18:21:00
 0  0      0 1260004 103128 1223648    0    0     0  1904 2199 3555  2  1 94  4  0  0 2026-09-21 18:21:01
 0  1      0 1260004 103128 1223808    0    0     0  1996 3485 5165  4  1 92  4  0  0 2026-09-21 18:21:02
 0  0      0 1260004 103128 1224120    0    0     0  1928 3506 5217  3  2 91  4  0  0 2026-09-21 18:21:03
 0  0      0 1259780 103128 1224348    0    0     0  1740 4016 5587  5  1 91  3  0  0 2026-09-21 18:21:04
 0  0      0 1259764 103128 1224744    0    0     0  2008 4393 6356  5  2 90  3  0  0 2026-09-21 18:21:05
 0  0      0 1258740 103128 1226040    0    0     0  2480 4654 6133  6  3 89  3  0  0 2026-09-21 18:21:06
 0  0      0 1258740 103128 1226656    0    0     0  1820 5784 7488  7  3 87  4  0  0 2026-09-21 18:21:07
 1  0      0 1258740 103128 1227344    0    0     0  2676 7537 9637 11  4 83  3  0  0 2026-09-21 18:21:08
 1  0      0 1258740 103128 1228244    0    0     0  1656 8423 10102 13  4 80  3  0  0 2026-09-21 18:21:09
 1  0      0 1258500 103128 1229120    0    0     0  2276 9213 11515 15  6 75  4  0  0 2026-09-21 18:21:10
 2  0      0 1258500 103128 1230704    0    0     0  3580 11956 14489 21  7 68  4  0  0 2026-09-21 18:21:11
 1  0      0 1258260 103128 1232108    0    0     0  3128 12456 15069 24  7 65  4  0  0 2026-09-21 18:21:12
 6  0      0 1258020 103128 1234212    0    0     0  4432 15563 18494 31  9 54  6  0  0 2026-09-21 18:21:13
 1  0      0 1249604 103128 1244276    0    0     0 14284 14955 18825 30 11 53  6  0  0 2026-09-21 18:21:14
 6  0      0 1240948 103128 1254940    0    0     0 12420 18748 21112 46 13 36  5  0  0 2026-09-21 18:21:15
 2  0      0 1236756 103128 1260036    0    0     0  9080 21081 24688 76 12 10  2  0  0 2026-09-21 18:21:16
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
18  0      0 1235732 103128 1263108    0    0     0  8768 21826 27367 71 13 13  3  0  0 2026-09-21 18:21:17
 6  0      0 1235732 103128 1265388    0    0     0  8388 20972 27280 68 13 18  2  0  0 2026-09-21 18:21:18
 8  0      0 1226028 103128 1276712    0    0     0 18960 18762 22895 52 12 31  5  0  0 2026-09-21 18:21:19
31  0      0 1224024 103128 1280124    0    0     0  8116 23045 26602 71 16 11  3  0  0 2026-09-21 18:21:20
 5  0      0 1222764 103128 1282308    0    0     0  8736 20954 26672 71 14 13  2  0  0 2026-09-21 18:21:21
 2  1      0 1216252 103128 1290052    0    0     0 28128 21373 25829 65 14 17  4  0  0 2026-09-21 18:21:22
 1  0      0 1208076 103128 1299412    0    0     0 14060 18283 21601 51 12 34  3  0  0 2026-09-21 18:21:23
 5  0      0 1206816 103128 1301684    0    0     0  8116 19423 22307 56 15 24  6  0  0 2026-09-21 18:21:24
15  0      0 1205036 103128 1304600    0    0     0 43804 15833 17791 40 10 44  6  0  0 2026-09-21 18:21:25
15  0      0 1197568 103128 1307976    0    0     0  8588 16992 17254 54 13 30  4  0  0 2026-09-21 18:21:26
 2  0      0 1193052 103128 1312420    0    0     0 10980 20385 23866 62 13 23  3  0  0 2026-09-21 18:21:27
 7  0      0 1191488 103128 1314312    0    0     0  7600 15186 17793 38 10 46  6  0  0 2026-09-21 18:21:28
10  0      0 1189272 103128 1316380    0    0     0  9704 14331 15933 50 10 36  5  0  0 2026-09-21 18:21:29
 1  0      0 1185680 103128 1319724    0    0     0 11376 15264 17181 49 12 33  6  0  0 2026-09-21 18:21:30
 9  0      0 1182440 103128 1322848    0    0     0  9684 16108 17126 46 10 36  8  0  0 2026-09-21 18:21:31
30  0      0 1179600 103128 1325820    0    0     0 10336 14048 15410 38 10 43  9  0  0 2026-09-21 18:21:32
 1  0      0 1176360 103128 1329100    0    0     0 11188 15782 16499 53 11 32  4  0  0 2026-09-21 18:21:33
 0  0      0 1174052 103128 1331392    0    0     0  8236 15182 16676 41 12 39  9  0  0 2026-09-21 18:21:34
 0  0      0 1171264 103128 1334480    0    0     0 10280 14405 16738 37 10 45  9  0  0 2026-09-21 18:21:35
 2  0      0 1167976 103128 1337548    0    0     0 11072 14241 16062 36 11 45  9  0  0 2026-09-21 18:21:36
 0  0      0 1164988 103128 1340600    0    0     0  9376 14758 16580 38 10 44  9  0  0 2026-09-21 18:21:37
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 6  0      0 1162400 103128 1343592    0    0     0 10312 14148 16049 35 10 46  8  0  0 2026-09-21 18:21:38
 2  0      0 1159372 103128 1346724    0    0     0 11232 14136 16469 39  9 44  7  0  0 2026-09-21 18:21:39
 5  0      0 1156384 103128 1349616    0    0     0  9572 14076 16199 36 11 42 10  0  0 2026-09-21 18:21:40
 3  0      0 1154568 103128 1351692    0    0     0 10760 14741 16631 37  9 45  9  0  0 2026-09-21 18:21:41
 2  0      0 1152656 103128 1353816    0    0     0 10304 13378 15835 42 10 42  7  0  0 2026-09-21 18:21:42
 0  0      0 1149516 103128 1356764    0    0     0  9124 13383 14570 40 10 42  8  0  0 2026-09-21 18:21:43
 0  0      0 1147564 103128 1358760    0    0     0  9248 14491 15810 40  9 45  6  0  0 2026-09-21 18:21:44
 0  0      0 1143700 103128 1363012    0    0     0 12724 13176 15318 39 10 43  8  0  0 2026-09-21 18:21:45
27  0      0 1140712 103128 1365968    0    0     0  9012 14112 16300 38  9 44 10  0  0 2026-09-21 18:21:46
 4  0      0 1137924 103128 1368992    0    0     0 10684 14471 15712 36 10 42 12  0  0 2026-09-21 18:21:47
 0  0      0 1136108 103128 1370948    0    0     0  8864 14365 15301 38  9 40 13  0  0 2026-09-21 18:21:48
 2  0      0 1129812 103128 1376844    0    0     0 12988 12330 13143 34 10 46 10  0  0 2026-09-21 18:21:49
24  0      0 1127996 103128 1379132    0    0     0 10552 14416 15018 44 10 36 10  0  0 2026-09-21 18:21:50
 1  0      0 1126736 103128 1380748    0    0     0  8916 11420 12531 34  7 47 11  0  0 2026-09-21 18:21:51
 2  0      0 1123948 103128 1383792    0    0     0 10280 13733 15229 39 10 45  6  0  0 2026-09-21 18:21:52
 0  0      0 1120668 103128 1386744    0    0     0 11192 13172 14246 42  9 39 10  0  0 2026-09-21 18:21:53
27  0      0 1118236 103128 1389368    0    0     0  8888 11403 12876 35  8 51  7  0  0 2026-09-21 18:21:54
 0  0      0 1116372 103128 1391244    0    0     0  9608 13733 14315 36  9 48  7  0  0 2026-09-21 18:21:55
 0  0      0 1114688 103128 1393236    0    0     0 72388 12989 13578 43 10 36 11  0  0 2026-09-21 18:21:56
 5  0      0 1107736 103128 1400416    0    0     0 12476 13250 13373 41  9 37 13  0  0 2026-09-21 18:21:57
 0  0      0 1106224 103128 1402208    0    0     0 10432 12512 12939 37  9 44 10  0  0 2026-09-21 18:21:58
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 1104712 103128 1403872    0    0     0  9052 12613 13296 36  8 47 10  0  0 2026-09-21 18:21:59
 1  0      0 1094768 103128 1414284    0    0     0 19696 12420 14673 35  8 45 11  0  0 2026-09-21 18:22:00
 0  0      0 1093568 103128 1414316    0    0     0  8600 1536 2721  1  1 84 15  0  0 2026-09-21 18:22:01
 0  0      0 1093508 103128 1414316    0    0     0  7080  992 1974  1  1 85 14  0  0 2026-09-21 18:22:02
 0  0      0 1093508 103128 1414316    0    0     0  6444  864 1710  0  1 86 12  0  0 2026-09-21 18:22:03
 0  0      0 1093508 103128 1414316    0    0     0  5756  741 1466  0  1 88 11  0  0 2026-09-21 18:22:04
 1  0      0 1066412 103128 1414356    0    0     0  7528 1723 3247 10  7 70 14  0  0 2026-09-21 18:22:05
