COMMAND                   AVG_CPU%
isuride                       87.7
pidstat                        0.5
mysql                          0.2
sh                             0.1
rcu_sched                      0.1
kworker/0:2-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
systemd-journal                0.0
systemd                        0.0
kworker/u8:4-events_power_efficient       0.0
kworker/u8:2-events_power_efficient       0.0
kworker/u8:0-events_power_efficient       0.0
kworker/1:2-events             0.0
gzip                           0.0
