COMMAND                   AVG_CPU%
mysqld                        76.1
pidstat                        0.5
jbd2/nvme0n1p1-8               0.3
udisksd                        0.0
systemd-logind                 0.0
systemd                        0.0
polkitd                        0.0
kworker/u8:3-events_power_efficient       0.0
kworker/u8:2-events_unbound       0.0
kworker/u8:1-events_unbound       0.0
kworker/u8:1-events_power_efficient       0.0
kworker/1:1-events             0.0
kworker/0:1-events             0.0
irqbalance                     0.0
dbus-daemon                    0.0
