procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 3159416  22540 371944    0    0   643   227 17838   58 24 12 64  0  0  0 2026-09-21 18:46:16
 1  0      0 3159396  22540 371904    0    0     0     0 1155 1486  4  2 94  0  0  0 2026-09-21 18:46:17
 0  0      0 3134448  22540 371904    0    0     0    16 1161 1111  8  3 90  0  0  0 2026-09-21 18:46:18
 0  0      0 3136972  22540 371904    0    0     0     0 1099 1133  5  2 93  0  0  0 2026-09-21 18:46:19
 0  0      0 3143644  22540 371904    0    0     0     0 4034 4894  4  3 93  0  0  0 2026-09-21 18:46:20
 0  0      0 3151332  22540 371904    0    0     0     0 3048 3663  3  2 95  0  0  0 2026-09-21 18:46:21
 0  0      0 3199404  22548 371904    0    0     0   136 5852 6884  4  4 92  0  0  0 2026-09-21 18:46:22
 0  0      0 3207384  22548 371904    0    0     0     0 7733 9629  6  4 90  0  0  0 2026-09-21 18:46:23
 0  0      0 3211228  22548 371904    0    0     0     0 10139 12458  7  4 89  0  0  0 2026-09-21 18:46:24
 0  0      0 3216280  22548 371968    0    0     0     0 11458 13018  8  6 86  0  0  0 2026-09-21 18:46:25
 0  0      0 3220340  22548 371984    0    0     0     0 11063 13016  9  6 85  0  0  0 2026-09-21 18:46:26
 0  0      0 3223764  22548 372032    0    0     0  7848 13068 14514 11  7 82  1  0  0 2026-09-21 18:46:27
 3  0      0 3223516  22548 372080    0    0     0    16 19288 20706 14  8 78  0  0  0 2026-09-21 18:46:28
 1  0      0 3223516  22548 372176    0    0     0     0 21443 22658 15 11 74  0  0  0 2026-09-21 18:46:29
 1  0      0 3218736  22548 372240    0    0     0     0 25632 26269 18 13 69  0  0  0 2026-09-21 18:46:30
 5  0      0 3212440  22548 372384    0    0     0     0 29476 28948 23 15 62  0  0  0 2026-09-21 18:46:31
 4  0      0 3205636  22548 372512    0    0     0  1796 34424 33762 23 18 59  0  0  0 2026-09-21 18:46:32
 4  0      0 3195052  22548 372704    0    0     0     0 36011 34998 32 20 48  0  0  0 2026-09-21 18:46:33
 5  0      0 3190768  22548 372920    0    0     0     0 37652 35672 33 19 48  0  0  0 2026-09-21 18:46:34
 5  0      0 3176788  22548 373116    0    0     0     0 38429 31715 37 22 41  0  0  0 2026-09-21 18:46:35
 1  0      0 3168668  22548 373372    0    0     0     0 38323 32913 34 21 45  0  0  0 2026-09-21 18:46:36
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 3161868  22548 373548    0    0     0     0 35025 33087 29 19 51  0  0  0 2026-09-21 18:46:37
 4  0      0 3150808  22548 373744    0    0     0     0 36768 32261 34 21 45  0  0  0 2026-09-21 18:46:38
 3  0      0 3138028  22548 374096    0    0     0     0 39305 31204 39 22 39  0  0  0 2026-09-21 18:46:39
 4  0      0 3123164  22548 374232    0    0     0     0 34605 27820 35 18 47  0  0  0 2026-09-21 18:46:40
 1  0      0 3117900  22548 374512    0    0     0     0 35519 28145 37 21 42  0  0  0 2026-09-21 18:46:41
 4  0      0 3110356  22548 374668    0    0     0     0 36707 27852 36 21 43  0  0  0 2026-09-21 18:46:42
 3  0      0 3096580  22548 374860    0    0     0     0 37465 25741 46 22 32  0  0  0 2026-09-21 18:46:43
 5  0      0 3085876  22548 375188    0    0     0     0 36396 25444 44 21 34  0  0  0 2026-09-21 18:46:44
 3  0      0 3077032  22548 375312    0    0     0     4 36742 23944 41 23 36  0  0  0 2026-09-21 18:46:45
 1  0      0 3062724  22548 375568    0    0     0     0 35952 24263 44 22 35  0  0  0 2026-09-21 18:46:46
 5  0      0 3051192  22548 375764    0    0     0     0 39023 24985 47 23 30  0  0  0 2026-09-21 18:46:47
 3  0      0 3040932  22548 375924    0    0     0     0 36055 16740 52 22 27  0  0  0 2026-09-21 18:46:48
 5  0      0 3033380  22548 375924    0    0     0    12 38684 23714 47 24 29  0  0  0 2026-09-21 18:46:49
 3  0      0 3021484  22548 376516    0    0     0     0 37839 20384 55 22 23  0  0  0 2026-09-21 18:46:50
 4  0      0 3009908  22548 376504    0    0     0     0 36261 17370 50 24 26  0  0  0 2026-09-21 18:46:51
 4  0      0 2998340  22548 376700    0    0     0     0 39376 14811 57 25 18  0  0  0 2026-09-21 18:46:52
 5  0      0 2995356  22556 376892    0    0     0   168 36605 20940 50 23 27  0  0  0 2026-09-21 18:46:53
 3  0      0 2989084  22556 376892    0    0     0     0 35412 19761 53 22 25  0  0  0 2026-09-21 18:46:54
 3  0      0 2983600  22556 377052    0    0     0     0 38334 18080 53 24 23  0  0  0 2026-09-21 18:46:55
 2  0      0 2982112  22556 377204    0    0     0     0 38292 17534 55 23 21  0  0  0 2026-09-21 18:46:56
 3  0      0 2975308  22556 377204    0    0     0     0 37151 21662 51 19 30  0  0  0 2026-09-21 18:46:57
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
