COMMAND                   AVG_CPU%
isuride                       99.5
pidstat                        0.5
rcu_sched                      0.2
sh                             0.1
mysql                          0.1
kworker/1:2-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
systemd-network                0.0
systemd-logind                 0.0
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
polkitd                        0.0
kworker/u8:1-events_power_efficient       0.0
