COMMAND                   AVG_CPU%
isuride                       77.6
nginx                         67.9
curl                           0.9
pidstat                        0.5
rcu_sched                      0.4
ksoftirqd/1                    0.2
ksoftirqd/0                    0.2
mysql                          0.1
kworker/u8:4-kvfree_rcu_reclaim       0.1
kworker/u8:3-kvfree_rcu_reclaim       0.1
kworker/u8:0-kvfree_rcu_reclaim       0.1
kworker/0:3-events             0.1
systemd-journal                0.0
sh                             0.0
kworker/u8:3-flush-259:0       0.0
