COMMAND                   AVG_CPU%
mysqld                       187.0
pidstat                        0.5
jbd2/nvme0n1p1-8               0.1
systemd-journal                0.0
systemd                        0.0
multipathd                     0.0
kworker/u8:5-writeback         0.0
kworker/u8:5-ext4-rsv-conversion       0.0
kworker/u8:5-events_unbound       0.0
kworker/u8:2+flush-259:0       0.0
kworker/u8:2-writeback         0.0
kworker/u8:2-events_power_efficient       0.0
kworker/1:4-events             0.0
kworker/0:3-events             0.0
chronyd                        0.0
