COMMAND                   AVG_CPU%
isuride                       82.9
nginx                         21.6
systemd-journal                7.4
rsyslogd                       4.1
curl                           1.7
landscape-sysin                1.0
pidstat                        0.6
rcu_sched                      0.3
mysql                          0.1
kworker/1:3-events             0.1
kworker/0:2-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
systemd-logind                 0.0
systemd                        0.0
