+--------+--------+--------------------------------------+-------+--------+--------+------------+--------+--------+-----+-----+-----+
| COUNT  | METHOD |                 URI                  |  MIN  |  AVG   |  MAX   |    SUM     |  P99   |  2XX   | 3XX | 4XX | 5XX |
+--------+--------+--------------------------------------+-------+--------+--------+------------+--------+--------+-----+-----+-----+
| 16658  | GET    | /api/app/notification                | 0.389 | 10.717 | 30.931 | 178526.099 | 23.256 | 16658  | 0   | 0   | 0   |
| 1617   | GET    | /api/chair/notification              | 2.129 | 28.425 | 60.391 | 45963.083  | 60.019 | 1617   | 0   | 0   | 0   |
| 11881  | POST   | ^/api/app/rides/[0-9A-Z]+/evaluation | 0.032 | 0.399  | 2.206  | 4745.142   | 1.365  | 11881  | 0   | 0   | 0   |
| 200611 | POST   | /api/chair/coordinate                | 0.001 | 0.018  | 0.459  | 3546.354   | 0.139  | 200611 | 0   | 0   | 0   |
| 16782  | POST   | /api/app/rides                       | 0.001 | 0.085  | 0.898  | 1426.202   | 0.438  | 16782  | 0   | 0   | 0   |
| 16786  | POST   | /api/app/rides/estimated-fare        | 0.001 | 0.052  | 0.912  | 867.290    | 0.372  | 16786  | 0   | 0   | 0   |
| 24509  | POST   | ^/api/chair/rides/[0-9A-Z]+/status   | 0.001 | 0.027  | 0.448  | 662.968    | 0.223  | 24509  | 0   | 0   | 0   |
| 17147  | GET    | /api/app/nearby-chairs               | 0.001 | 0.023  | 0.396  | 388.068    | 0.194  | 17146  | 0   | 1   | 0   |
| 5280   | POST   | /api/app/users                       | 0.001 | 0.068  | 0.990  | 361.533    | 0.375  | 5280   | 0   | 0   | 0   |
| 5149   | POST   | /api/app/payment-methods             | 0.001 | 0.067  | 0.908  | 346.024    | 0.605  | 5149   | 0   | 0   | 0   |
| 17149  | GET    | /api/app/rides                       | 0.001 | 0.019  | 0.283  | 322.479    | 0.178  | 17149  | 0   | 0   | 0   |
| 1593   | POST   | /api/chair/activity                  | 0.001 | 0.032  | 0.669  | 50.691     | 0.254  | 1593   | 0   | 0   | 0   |
| 1740   | POST   | /api/chair/chairs                    | 0.001 | 0.025  | 0.531  | 44.170     | 0.217  | 1740   | 0   | 0   | 0   |
| 118    | GET    | /api/owner/sales                     | 0.003 | 0.371  | 1.260  | 43.821     | 1.240  | 118    | 0   | 0   | 0   |
| 1      | POST   | /api/initialize                      | 2.150 | 2.150  | 2.150  | 2.150      | 2.150  | 1      | 0   | 0   | 0   |
| 93     | GET    | /api/owner/chairs                    | 0.001 | 0.012  | 0.134  | 1.136      | 0.134  | 93     | 0   | 0   | 0   |
| 1      | GET    | /api/owner/sales?                    | 0.038 | 0.038  | 0.038  | 0.038      | 0.038  | 1      | 0   | 0   | 0   |
| 5      | POST   | /api/owner/owners                    | 0.001 | 0.001  | 0.001  | 0.005      | 0.001  | 5      | 0   | 0   | 0   |
| 5286   | GET    | /favicon-32x32.png                   | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 5286   | 0   | 0   | 0   |
| 6      | GET    | ^/owner.*                            | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 6      | 0   | 0   | 0   |
| 1      | GET    | /apple-touch-icon-180x180.png        | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 1      | 0   | 0   | 0   |
| 1      | GET    | /index.html                          | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 1      | 0   | 0   | 0   |
| 5286   | GET    | /favicon.ico                         | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 5286   | 0   | 0   | 0   |
| 1      | GET    | /favicon-128x128.png                 | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 1      | 0   | 0   | 0   |
| 47531  | GET    | ^/images/.+                          | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 47531  | 0   | 0   | 0   |
| 121444 | GET    | ^/assets/.+                          | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 121444 | 0   | 0   | 0   |
| 5281   | GET    | ^/client.*                           | 0.000 | 0.000  | 0.000  | 0.000      | 0.000  | 5281   | 0   | 0   | 0   |
+--------+--------+--------------------------------------+-------+--------+--------+------------+--------+--------+-----+-----+-----+
