COMMAND                   AVG_CPU%
isuride                       95.8
pidstat                        0.5
rcu_sched                      0.1
mysql                          0.1
systemd-journal                0.0
sh                             0.0
polkitd                        0.0
landscape-sysin                0.0
kworker/u8:4-flush-259:0       0.0
kworker/1:0-events             0.0
kworker/0:1-events             0.0
ksoftirqd/1                    0.0
ksoftirqd/0                    0.0
gzip                           0.0
dbus-daemon                    0.0
