COMMAND                   AVG_CPU%
nginx                        118.5
landscape-sysin                0.8
pidstat                        0.5
systemd-journal                0.3
rcu_sched                      0.2
kworker/1:2-events             0.1
kworker/0:1-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
systemd-logind                 0.0
systemd                        0.0
sshd                           0.0
multipathd                     0.0
ModemManager                   0.0
kworker/u8:4-kvfree_rcu_reclaim       0.0
