COMMAND                   AVG_CPU%
nginx                        106.6
pidstat                        0.5
rcu_sched                      0.1
kworker/u8:2-events_power_efficient       0.1
kworker/1:0-events             0.1
kworker/0:2-events             0.1
systemd-resolve                0.0
systemd-logind                 0.0
systemd-journal                0.0
systemd                        0.0
polkitd                        0.0
multipathd                     0.0
kworker/u8:1-ext4-rsv-conversion       0.0
kworker/u8:0-kvfree_rcu_reclaim       0.0
kworker/u8:0-events_power_efficient       0.0
