COMMAND                   AVG_CPU%
isuride                       74.1
pidstat                        0.4
rcu_sched                      0.1
mysql                          0.1
systemd-journal                0.0
systemd                        0.0
snapd                          0.0
sh                             0.0
rsyslogd                       0.0
kworker/u8:3-events_power_efficient       0.0
kworker/1:1-events             0.0
kworker/0:3-events             0.0
ksoftirqd/1                    0.0
ksoftirqd/0                    0.0
gzip                           0.0
