+--------+--------+--------------------------------------+-------+-------+-------+----------+-------+--------+-------+-----+-----+
| COUNT  | METHOD |                 URI                  |  MIN  |  AVG  |  MAX  |   SUM    |  P99  |  2XX   |  3XX  | 4XX | 5XX |
+--------+--------+--------------------------------------+-------+-------+-------+----------+-------+--------+-------+-----+-----+
| 58899  | POST   | /api/chair/coordinate                | 0.003 | 0.047 | 0.350 | 2760.440 | 0.145 | 58899  | 0     | 0   | 0   |
| 110834 | GET    | /api/app/notification                | 0.001 | 0.009 | 0.268 | 1031.033 | 0.061 | 110834 | 0     | 0   | 0   |
| 98265  | GET    | /api/chair/notification              | 0.001 | 0.010 | 0.302 | 1014.772 | 0.063 | 98265  | 0     | 0   | 0   |
| 1547   | POST   | ^/api/app/rides/[0-9A-Z]+/evaluation | 0.033 | 0.584 | 2.385 | 902.857  | 2.232 | 1547   | 0     | 0   | 0   |
| 3267   | POST   | ^/api/chair/rides/[0-9A-Z]+/status   | 0.002 | 0.045 | 0.332 | 148.183  | 0.148 | 3267   | 0     | 0   | 0   |
| 2133   | GET    | /api/app/rides                       | 0.001 | 0.060 | 0.382 | 128.213  | 0.230 | 2133   | 0     | 0   | 0   |
| 1781   | POST   | /api/app/rides                       | 0.002 | 0.061 | 0.310 | 108.939  | 0.170 | 1781   | 0     | 0   | 0   |
| 1785   | POST   | /api/app/rides/estimated-fare        | 0.001 | 0.029 | 0.287 | 51.001   | 0.127 | 1785   | 0     | 0   | 0   |
| 164    | GET    | /api/owner/sales                     | 0.008 | 0.241 | 0.693 | 39.605   | 0.616 | 164    | 0     | 0   | 0   |
| 79     | GET    | /api/internal/matching               | 0.001 | 0.351 | 3.464 | 27.700   | 3.464 | 79     | 0     | 0   | 0   |
| 450    | POST   | /api/app/payment-methods             | 0.001 | 0.040 | 0.322 | 17.916   | 0.199 | 450    | 0     | 0   | 0   |
| 456    | POST   | /api/app/users                       | 0.001 | 0.034 | 0.306 | 15.289   | 0.157 | 456    | 0     | 0   | 0   |
| 324    | POST   | /api/chair/activity                  | 0.004 | 0.045 | 0.177 | 14.524   | 0.147 | 324    | 0     | 0   | 0   |
| 332    | POST   | /api/chair/chairs                    | 0.001 | 0.037 | 0.198 | 12.380   | 0.151 | 332    | 0     | 0   | 0   |
| 2131   | GET    | /api/app/nearby-chairs               | 0.001 | 0.005 | 0.055 | 10.115   | 0.032 | 2130   | 0     | 1   | 0   |
| 166    | GET    | /api/owner/chairs                    | 0.001 | 0.021 | 0.122 | 3.562    | 0.104 | 166    | 0     | 0   | 0   |
| 1      | POST   | /api/initialize                      | 2.042 | 2.042 | 2.042 | 2.042    | 2.042 | 1      | 0     | 0   | 0   |
| 1      | GET    | /api/owner/sales?                    | 0.039 | 0.039 | 0.039 | 0.039    | 0.039 | 1      | 0     | 0   | 0   |
| 5      | POST   | /api/owner/owners                    | 0.001 | 0.001 | 0.001 | 0.004    | 0.001 | 5      | 0     | 0   | 0   |
| 4304   | GET    | /favicon-32x32.png                   | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 462    | 3842  | 0   | 0   |
| 4304   | GET    | /favicon.ico                         | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 462    | 3842  | 0   | 0   |
| 37208  | GET    | ^/images/.+                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 4115   | 33093 | 0   | 0   |
| 1      | GET    | /favicon-128x128.png                 | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1      | 0     | 0   | 0   |
| 1      | GET    | /apple-touch-icon-180x180.png        | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1      | 0     | 0   | 0   |
| 1      | GET    | /index.html                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1      | 0     | 0   | 0   |
| 75601  | GET    | ^/assets/.+                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 10617  | 64984 | 0   | 0   |
| 4134   | GET    | ^/client.*                           | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 457    | 3677  | 0   | 0   |
| 171    | GET    | ^/owner.*                            | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 6      | 165   | 0   | 0   |
+--------+--------+--------------------------------------+-------+-------+-------+----------+-------+--------+-------+-----+-----+
