COMMAND                   AVG_CPU%
mysqld                       145.5
pidstat                        0.5
jbd2/nvme0n1p1-8               0.2
systemd-journal                0.0
snapd                          0.0
kworker/u8:4-writeback         0.0
kworker/u8:4-events_power_efficient       0.0
kworker/u8:1-writeback         0.0
kworker/u8:1-events_unbound       0.0
kworker/u8:1-events_power_efficient       0.0
kworker/u8:0-flush-259:0       0.0
kworker/1:1H-kblockd           0.0
kworker/1:1-events             0.0
kworker/0:0-events             0.0
ksoftirqd/1                    0.0
