procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 2  0      0 1159780 103840 2017868    0    0    70  1806 10063   30 21 10 69  0  0  0 2026-09-21 18:18:29
 0  0      0 1156752 103840 2017840    0    0     0     0 1010 1216  3  3 95  0  0  0 2026-09-21 18:18:30
 0  0      0 1156752 103840 2017840    0    0     0     0   42   48  1  0 100  0  0  0 2026-09-21 18:18:31
 1  0      0 1156752 103840 2017840    0    0     0     0  372  208  0  0 99  0  0  0 2026-09-21 18:18:32
 0  0      0 1159972 103840 2018040    0    0     0    20 4022 1874  4  1 95  0  0  0 2026-09-21 18:18:33
 0  0      0 1159052 103840 2018152    0    0     0     0 2744 1566  2  1 97  0  0  0 2026-09-21 18:18:34
 0  0      0 1164124 103840 2018548    0    0     0     0 5541 3153  4  3 93  0  0  0 2026-09-21 18:18:35
 1  0      0 1162864 103840 2018792    0    0     0     0 6221 3323  6  3 91  0  0  0 2026-09-21 18:18:36
 0  0      0 1162864 103840 2019332    0    0     0     0 5470 3025  4  3 93  0  0  0 2026-09-21 18:18:37
 1  0      0 1164244 103840 2019816    0    0     0     0 7573 3696  8  4 88  0  0  0 2026-09-21 18:18:38
 0  0      0 1162352 103840 2020344    0    0     0     0 8861 4194  7  5 89  0  0  0 2026-09-21 18:18:39
 1  0      0 1161608 103840 2021420    0    0     0     0 13309 5859 15  6 79  0  0  0 2026-09-21 18:18:40
 0  0      0 1161156 103840 2022308    0    0     0     0 14331 6221 13  7 80  0  0  0 2026-09-21 18:18:41
 1  0      0 1161104 103840 2023784    0    0     0     0 15472 5636 19 10 71  0  0  0 2026-09-21 18:18:42
 0  0      0 1160612 103840 2025416    0    0     0     0 20161 8797 21 12 67  0  0  0 2026-09-21 18:18:43
 2  0      0 1158668 103840 2027460    0    0     0     0 24153 8430 33 14 53  0  0  0 2026-09-21 18:18:44
 2  0      0 1153568 103840 2029680    0    0     0     0 24999 8419 36 17 47  0  0  0 2026-09-21 18:18:45
 1  0      0 1152088 103840 2032760    0    0     0     0 26670 7914 44 23 33  0  0  0 2026-09-21 18:18:46
 3  0      0 1150292 103840 2036084    0    0     0    16 28876 6605 54 23 23  0  0  0 2026-09-21 18:18:47
 3  0      0 1148332 103840 2039936    0    0     0     0 31423 6252 56 30 15  0  0  0 2026-09-21 18:18:48
 3  0      0 1146144 103840 2043448    0    0     0     0 32719 2947 68 27  5  0  0  0 2026-09-21 18:18:49
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 3  0      0 1143728 103840 2047436    0    0     0     0 31774 4024 63 30  8  0  0  0 2026-09-21 18:18:50
 4  0      0 1140324 103840 2051400    0    0     0     0 32939 1890 68 30  1  0  0  0 2026-09-21 18:18:51
 3  0      0 1136416 103840 2055456    0    0     0     0 34258 2597 65 31  4  0  0  0 2026-09-21 18:18:52
 1  0      0 1132896 103840 2059280    0    0     0     0 32094 3414 64 29  6  0  0  0 2026-09-21 18:18:53
 5  0      0 1125380 103840 2063144    0    0     0     0 33851 3303 64 30  7  0  0  0 2026-09-21 18:18:54
 3  0      0 1121172 103840 2066736    0    0     0 12752 32995 1385 69 31  0  0  0  0 2026-09-21 18:18:55
 3  0      0 1117516 103840 2070472    0    0     0     0 33941 3621 63 30  8  0  0  0 2026-09-21 18:18:56
 3  0      0 1113424 103840 2074144    0    0     0     0 35342 2456 67 30  4  0  0  0 2026-09-21 18:18:57
 2  0      0 1109788 103840 2077632    0    0     0     0 35630 2873 65 30  5  0  0  0 2026-09-21 18:18:58
 3  0      0 1106128 103840 2081128    0    0     0     8 32669 2975 65 30  6  0  0  0 2026-09-21 18:18:59
 2  0      0 1099024 103840 2084788    0    0     0 57836 35682 1453 67 33  0  0  0  0 2026-09-21 18:19:00
 3  0      0 1095948 103840 2087992    0    0     0    16 34274 3083 65 28  7  0  0  0 2026-09-21 18:19:01
 2  0      0 1091672 103840 2091388    0    0     0     0 34625 2959 65 31  4  0  0  0 2026-09-21 18:19:02
 0  0      0 1088192 103840 2095016    0    0     0     0 33201 1760 66 33  2  0  0  0 2026-09-21 18:19:03
 2  0      0 1082628 103840 2098192    0    0     0     0 33544 2833 63 30  7  0  0  0 2026-09-21 18:19:04
 3  0      0 1078976 103840 2101520    0    0     0     0 35193 3834 60 30 10  0  0  0 2026-09-21 18:19:05
 1  0      0 1074764 103840 2104888    0    0     0     0 35264 3444 63 30  8  0  0  0 2026-09-21 18:19:06
 2  0      0 1070724 103840 2108020    0    0     0     0 36674 2113 66 31  3  0  0  0 2026-09-21 18:19:07
 2  0      0 1067732 103840 2111056    0    0     0     0 35204 3712 61 32  7  0  0  0 2026-09-21 18:19:08
 2  0      0 1063708 103840 2114396    0    0     0     0 33002 2310 68 28  4  0  0  0 2026-09-21 18:19:09
 2  0      0 1060500 103840 2117628    0    0     0     0 36054 1426 68 32  0  0  0  0 2026-09-21 18:19:10
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 2  0      0 1056940 103840 2120748    0    0     0     0 33671 4741 60 30 11  0  0  0 2026-09-21 18:19:11
 2  0      0 1054148 103840 2123924    0    0     0     0 35729 4083 64 28  9  0  0  0 2026-09-21 18:19:12
 2  0      0 1050488 103840 2127192    0    0     0     0 37358 1342 69 31  0  0  0  0 2026-09-21 18:19:13
 2  0      0 1047124 103840 2130164    0    0     0     0 35580 5279 57 31 13  0  0  0 2026-09-21 18:19:14
 2  0      0 1043896 103840 2133148    0    0     0     0 34978 4426 60 29 11  0  0  0 2026-09-21 18:19:15
 2  0      0 1040196 103840 2136860    0    0     0     0 35822 1372 66 34  1  0  0  0 2026-09-21 18:19:16
 2  0      0 1036928 103840 2139820    0    0     0     0 32568 4241 60 27 13  0  0  0 2026-09-21 18:19:17
 0  0      0 1033636 103840 2143068    0    0     0     0 37597 2855 62 31  7  0  0  0 2026-09-21 18:19:18
 2  0      0 1030172 103840 2145892    0    0     0     0 35102 4526 59 30 12  0  0  0 2026-09-21 18:19:19
 2  0      0 1026332 103840 2148696    0    0     0     0 35428 5094 59 28 14  0  0  0 2026-09-21 18:19:20
 2  0      0 1018280 103840 2152128    0    0     0     0 34766 1357 67 33  0  0  0  0 2026-09-21 18:19:21
 2  0      0 1014964 103840 2155112    0    0     0     0 33871 4981 55 30 14  0  0  0 2026-09-21 18:19:22
 2  0      0 1011392 103840 2158268    0    0     0     0 34890 4102 58 31 12  0  0  0 2026-09-21 18:19:23
 2  0      0 1007664 103840 2161164    0    0     0     0 37264 3173 63 30  7  0  0  0 2026-09-21 18:19:24
 2  0      0 1004944 103840 2163956    0    0     0   288 35536 5450 56 28 15  1  0  0 2026-09-21 18:19:25
 2  0      0 997948 103840 2167336    0    0     0     0 36602 1266 69 31  0  0  0  0 2026-09-21 18:19:26
 2  0      0 994728 103840 2170176    0    0     0     0 36598 5978 57 29 14  0  0  0 2026-09-21 18:19:27
 0  0      0 990044 103840 2173484    0    0     0     0 37093 3887 59 30 11  0  0  0 2026-09-21 18:19:28
 2  0      0 984992 103840 2176468    0    0     0     0 38164 2578 65 31  4  0  0  0 2026-09-21 18:19:29
