+--------+--------+--------------------------------------+-------+-------+-------+----------+-------+--------+--------+-----+-----+
| COUNT  | METHOD |                 URI                  |  MIN  |  AVG  |  MAX  |   SUM    |  P99  |  2XX   |  3XX   | 4XX | 5XX |
+--------+--------+--------------------------------------+-------+-------+-------+----------+-------+--------+--------+-----+-----+
| 3823   | POST   | ^/api/app/rides/[0-9A-Z]+/evaluation | 0.033 | 0.695 | 4.541 | 2656.365 | 2.450 | 3823   | 0      | 0   | 0   |
| 368328 | GET    | /api/app/notification                | 0.000 | 0.007 | 0.094 | 2468.446 | 0.040 | 368328 | 0      | 0   | 0   |
| 171408 | POST   | /api/chair/coordinate                | 0.001 | 0.011 | 3.174 | 1930.648 | 0.101 | 171408 | 0      | 0   | 0   |
| 144995 | GET    | /api/chair/notification              | 0.001 | 0.007 | 2.012 | 966.800  | 0.041 | 144995 | 0      | 0   | 0   |
| 8108   | POST   | ^/api/chair/rides/[0-9A-Z]+/status   | 0.001 | 0.094 | 2.730 | 758.241  | 1.092 | 8108   | 0      | 0   | 0   |
| 6129   | GET    | /api/app/rides                       | 0.001 | 0.097 | 2.949 | 593.130  | 1.189 | 6129   | 0      | 0   | 0   |
| 4949   | POST   | /api/app/rides/estimated-fare        | 0.001 | 0.100 | 2.801 | 494.348  | 1.195 | 4949   | 0      | 0   | 0   |
| 4945   | POST   | /api/app/rides                       | 0.002 | 0.087 | 1.890 | 428.328  | 0.972 | 4945   | 0      | 0   | 0   |
| 1581   | POST   | /api/app/payment-methods             | 0.001 | 0.106 | 2.012 | 167.849  | 1.221 | 1581   | 0      | 0   | 0   |
| 1599   | POST   | /api/app/users                       | 0.001 | 0.072 | 2.377 | 114.648  | 1.011 | 1599   | 0      | 0   | 0   |
| 640    | POST   | /api/chair/chairs                    | 0.001 | 0.089 | 2.349 | 56.793   | 1.165 | 640    | 0      | 0   | 0   |
| 567    | POST   | /api/chair/activity                  | 0.001 | 0.077 | 1.920 | 43.617   | 1.244 | 567    | 0      | 0   | 0   |
| 6127   | GET    | /api/app/nearby-chairs               | 0.000 | 0.005 | 0.068 | 29.544   | 0.034 | 6126   | 0      | 1   | 0   |
| 144    | GET    | /api/owner/sales                     | 0.003 | 0.119 | 0.685 | 17.183   | 0.540 | 144    | 0      | 0   | 0   |
| 1      | POST   | /api/initialize                      | 2.036 | 2.036 | 2.036 | 2.036    | 2.036 | 1      | 0      | 0   | 0   |
| 130    | GET    | /api/owner/chairs                    | 0.001 | 0.003 | 0.024 | 0.340    | 0.023 | 130    | 0      | 0   | 0   |
| 1      | GET    | /api/owner/sales?                    | 0.037 | 0.037 | 0.037 | 0.037    | 0.037 | 1      | 0      | 0   | 0   |
| 5      | POST   | /api/owner/owners                    | 0.001 | 0.001 | 0.002 | 0.004    | 0.002 | 5      | 0      | 0   | 0   |
| 135    | GET    | ^/owner.*                            | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 6      | 129    | 0   | 0   |
| 1      | GET    | /index.html                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1      | 0      | 0   | 0   |
| 1      | GET    | /favicon-128x128.png                 | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1      | 0      | 0   | 0   |
| 11683  | GET    | /favicon-32x32.png                   | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1605   | 10078  | 0   | 0   |
| 1      | GET    | /apple-touch-icon-180x180.png        | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1      | 0      | 0   | 0   |
| 11683  | GET    | /favicon.ico                         | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1605   | 10078  | 0   | 0   |
| 103943 | GET    | ^/images/.+                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 14402  | 89541  | 0   | 0   |
| 207962 | GET    | ^/assets/.+                          | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 36894  | 171068 | 0   | 0   |
| 11549  | GET    | ^/client.*                           | 0.000 | 0.000 | 0.000 | 0.000    | 0.000 | 1600   | 9949   | 0   | 0   |
+--------+--------+--------------------------------------+-------+-------+-------+----------+-------+--------+--------+-----+-----+
