COMMAND                   AVG_CPU%
mysqld                        69.2
landscape-sysin                0.7
pidstat                        0.4
jbd2/nvme0n1p1-8               0.2
systemd-journal                0.0
sshd                           0.0
rcu_sched                      0.0
polkitd                        0.0
multipathd                     0.0
kworker/u8:4-events_unbound       0.0
kworker/u8:3-writeback         0.0
kworker/u8:1-events_power_efficient       0.0
kworker/1:3-events             0.0
kworker/0:1-events             0.0
ksoftirqd/1                    0.0
