procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 1847048 103172 1099932    0    0   628  2384 2410   24 22  4 71  2  0  0 2026-09-21 15:56:00
 3  0      0 1847540 103172 1099860    0    0     0  5448 1670 2226  6  4 89  1  0  0 2026-09-21 15:56:01
 1  0      0 1837508 103188 1074900    0    0    32 13644 6235 12212 14  5 40 42  0  0 2026-09-21 15:56:02
 2  1      0 1807320 103196 1100396    0    0     0 32060 5868 12797 25  4 23 48  0  0 2026-09-21 15:56:03
 0  1      0 1791152 103196 1113112    0    0     0 18600 8081 12414 21  6 40 33  0  0 2026-09-21 15:56:04
 9  0      0 1789872 103200 1116144    0    0     0  4148 15421 38131 58 28 13  2  0  0 2026-09-21 15:56:05
 7  1      0 1789424 103200 1119352    0    0     0  5928 14808 38927 59 32  5  5  0  0 2026-09-21 15:56:06
10  0      0 1789168 103216 1122672    0    0     0  8844 14406 39353 62 33  1  3  0  0 2026-09-21 15:56:07
 7  4      0 1788688 103216 1125952    0    0     0  9224 13788 36817 66 31  1  3  0  0 2026-09-21 15:56:08
10  0      0 1786552 103224 1129616    0    0     0  8528 14206 38942 63 33  2  2  0  0 2026-09-21 15:56:09
18  0      0 1783580 103240 1133136    0    0     0 10456 14087 38230 65 33  0  2  0  0 2026-09-21 15:56:10
12  1      0 1780604 103252 1136768    0    0     0 10828 13969 38373 66 32  1  2  0  0 2026-09-21 15:56:11
21  1      0 1775600 103268 1140444    0    0     0 10660 14215 38501 64 35  1  2  0  0 2026-09-21 15:56:12
15  0      0 1772856 103272 1143916    0    0     0 10856 13542 37664 65 34  1  1  0  0 2026-09-21 15:56:13
15  1      0 1768880 103276 1147840    0    0     0 11316 14028 39001 67 31  0  2  0  0 2026-09-21 15:56:14
16  1      0 1763572 103276 1151512    0    0     0 10808 14013 37945 64 34  1  2  0  0 2026-09-21 15:56:15
10  1      0 1759636 103280 1155356    0    0     0 15028 14273 38942 66 32  0  2  0  0 2026-09-21 15:56:16
 6  5      0 1755944 103288 1158812    0    0     0 13608 14387 36987 66 31  0  2  0  0 2026-09-21 15:56:17
 8  2      0 1752208 103288 1162944    0    0     0 10868 13792 37776 64 34  0  2  0  0 2026-09-21 15:56:18
12  0      0 1747952 103296 1166712    0    0     0 10560 13878 37256 66 33  1  1  0  0 2026-09-21 15:56:19
13  5      0 1743208 103300 1170528    0    0     0 10500 13531 36455 66 32  1  2  0  0 2026-09-21 15:56:20
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
16  2      0 1739468 103304 1174056    0    0     0 10696 13907 37075 68 31  0  1  0  0 2026-09-21 15:56:21
11  1      0 1736264 103316 1177724    0    0     0 19244 14025 37074 66 31  0  2  0  0 2026-09-21 15:56:22
 8  1      0 1732240 103316 1181352    0    0     0 10716 13683 36179 66 33  0  1  0  0 2026-09-21 15:56:23
12  1      0 1727776 103320 1185184    0    0     0 66880 14416 36996 64 33  0  2  0  0 2026-09-21 15:56:24
 8  1      0 1722572 103324 1188804    0    0     0 10788 13721 37145 67 31  1  2  0  0 2026-09-21 15:56:25
15  1      0 1719560 103328 1192500    0    0     0 11244 13386 36609 67 32  1  1  0  0 2026-09-21 15:56:26
11  1      0 1714540 103328 1197448    0    0     0 20216 13913 37119 67 32  0  2  0  0 2026-09-21 15:56:27
11  0      0 1710588 103332 1201208    0    0     0 11032 12725 35028 65 33  0  2  0  0 2026-09-21 15:56:28
11  1      0 1706064 103332 1204996    0    0     0 11168 13647 37802 66 33  1  1  0  0 2026-09-21 15:56:29
18  1      0 1702524 103336 1208868    0    0     0 11248 12812 35877 67 31  0  2  0  0 2026-09-21 15:56:30
28  2      0 1699124 103344 1212588    0    0     0 18428 13667 37141 65 34  1  1  0  0 2026-09-21 15:56:31
 4  1      0 1695396 103344 1216300    0    0     0 52760 14389 37992 66 32  1  2  0  0 2026-09-21 15:56:32
19  3      0 1690244 103356 1219868    0    0     0 11404 13829 37128 65 33  1  2  0  0 2026-09-21 15:56:33
16  1      0 1686900 103356 1223644    0    0     0 11052 14036 36464 67 31  0  2  0  0 2026-09-21 15:56:34
19  1      0 1683252 103368 1227216    0    0     0 10668 13520 36242 65 33  1  2  0  0 2026-09-21 15:56:35
19  1      0 1680084 103376 1230940    0    0     0 10912 13270 35544 67 32  1  2  0  0 2026-09-21 15:56:36
 7  3      0 1675724 103376 1234544    0    0     0 12124 14373 38381 67 31  0  1  0  0 2026-09-21 15:56:37
17  0      0 1670492 103384 1238196    0    0     0 10784 12983 35176 67 31  0  2  0  0 2026-09-21 15:56:38
10  1      0 1667620 103384 1241736    0    0     0 10980 13036 35858 65 33  0  2  0  0 2026-09-21 15:56:39
17  3      0 1662976 103384 1245692    0    0     0 11100 14119 37658 68 31  0  2  0  0 2026-09-21 15:56:40
34  0      0 1658036 103388 1250464    0    0     0 11624 13182 34949 65 32  1  2  0  0 2026-09-21 15:56:41
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
11  2      0 1653808 103392 1254276    0    0     0 12000 13656 35756 65 33  0  1  0  0 2026-09-21 15:56:42
 8  2      0 1649104 103392 1257960    0    0     0 12740 14181 36165 69 29  0  1  0  0 2026-09-21 15:56:43
 8  1      0 1643996 103396 1261844    0    0     0 12920 13580 35617 67 32  0  1  0  0 2026-09-21 15:56:44
11  1      0 1638884 103400 1265576    0    0     0 12112 13780 35953 66 32  1  2  0  0 2026-09-21 15:56:45
20  0      0 1633288 103404 1269308    0    0     0 12396 14587 37018 66 32  0  1  0  0 2026-09-21 15:56:46
25  1      0 1630440 103404 1273044    0    0     0 20008 13068 35527 64 33  1  3  0  0 2026-09-21 15:56:47
 5  1      0 1626432 103408 1279268    0    0     0 15376 14087 36883 65 34  0  2  0  0 2026-09-21 15:56:48
11  1      0 1619476 103412 1283048    0    0     0 11732 12956 35678 66 32  0  1  0  0 2026-09-21 15:56:49
20  1      0 1615532 103420 1286936    0    0     0 11772 13046 35133 68 30  0  2  0  0 2026-09-21 15:56:50
17  2      0 1612036 103420 1291008    0    0     0 11872 14188 37462 65 34  1  2  0  0 2026-09-21 15:56:51
