procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 1916076 103832 1590572    0    0   306  2763 6351   48 25  8 65  1  0  0 2026-09-21 16:15:12
 0  0      0 1917760 103832 1590516    0    0     0     0 1263 1437  6  3 91  0  0  0 2026-09-21 16:15:13
 1  0      0 1912552 103832 1590516    0    0     0     0  870  711  8  2 91  0  0  0 2026-09-21 16:15:14
 0  0      0 1910504 103832 1590516    0    0     0     0  858  609  6  1 93  0  0  0 2026-09-21 16:15:15
 5  0      0 1909896 103832 1591444    0    0     0     0 25144 31185 27 16 57  0  0  0 2026-09-21 16:15:16
 3  0      0 1909824 103832 1594844    0    0     0     0 36773 48500 34 26 40  0  0  0 2026-09-21 16:15:17
 3  0      0 1908420 103832 1596172    0    0     0     0 37333 45681 40 30 30  0  0  0 2026-09-21 16:15:18
 6  0      0 1908628 103832 1597824    0    0     0     0 38778 42005 44 33 23  0  0  0 2026-09-21 16:15:19
 0  0      0 1906124 103832 1599344    0    0     0  7432 40122 43948 44 31 24  0  0  0 2026-09-21 16:15:20
 2  0      0 1905360 103832 1600864    0    0     0     0 40363 45178 43 31 26  0  0  0 2026-09-21 16:15:21
 4  0      0 1902596 103832 1602300    0    0     0     0 40848 45255 43 30 27  0  0  0 2026-09-21 16:15:22
 8  0      0 1901068 103832 1604916    0    0     0     0 40066 42503 44 33 24  0  0  0 2026-09-21 16:15:23
 2  0      0 1903476 103832 1606312    0    0     0     0 40408 45921 41 34 26  0  0  0 2026-09-21 16:15:24
 6  0      0 1900928 103832 1607836    0    0     0     0 38560 42926 45 31 24  0  0  0 2026-09-21 16:15:25
 3  0      0 1899864 103832 1609164    0    0     0     0 38538 46319 38 34 28  0  0  0 2026-09-21 16:15:26
 3  0      0 1895824 103832 1610496    0    0     0     0 40091 45463 41 32 27  0  0  0 2026-09-21 16:15:27
 2  0      0 1893396 103832 1611972    0    0     0     0 39910 44023 43 33 24  0  0  0 2026-09-21 16:15:28
 3  0      0 1890696 103832 1613628    0    0     0     0 40362 45483 41 31 28  0  0  0 2026-09-21 16:15:29
 3  0      0 1889192 103832 1614876    0    0     0     0 39251 45821 42 31 26  0  0  0 2026-09-21 16:15:30
 3  0      0 1887820 103832 1616160    0    0     0  8792 40009 46867 39 31 30  1  0  0 2026-09-21 16:15:31
 4  0      0 1887008 103832 1617544    0    0     0     0 41081 45555 41 32 27  0  0  0 2026-09-21 16:15:32
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 6  0      0 1884876 103832 1618716    0    0     0    20 40329 46282 41 31 28  0  0  0 2026-09-21 16:15:33
 6  0      0 1878856 103832 1619896    0    0     0     0 38970 43843 45 31 25  0  0  0 2026-09-21 16:15:34
 5  0      0 1878444 103832 1621164    0    0     0 57496 41188 47255 40 31 28  1  0  0 2026-09-21 16:15:35
 6  0      0 1876672 103832 1622416    0    0     0  2616 41018 47973 40 31 30  0  0  0 2026-09-21 16:15:36
 1  0      0 1874380 103832 1624156    0    0     0   136 41225 45093 40 33 27  1  0  0 2026-09-21 16:15:37
 7  0      0 1871948 103832 1625256    0    0     0  5848 40060 46693 39 32 29  0  0  0 2026-09-21 16:15:38
10  0      0 1868168 103832 1626588    0    0     0     0 39618 47189 40 31 30  0  0  0 2026-09-21 16:15:39
 4  0      0 1867548 103832 1627828    0    0     0     0 41190 48421 37 32 31  0  0  0 2026-09-21 16:15:40
 6  0      0 1867100 103832 1629184    0    0     0  2636 40706 45615 40 32 28  0  0  0 2026-09-21 16:15:41
 4  0      0 1864752 103832 1630176    0    0     0     0 43586 52696 33 28 38  0  0  0 2026-09-21 16:15:42
 0  0      0 1863376 103832 1631248    0    0     0  1164 41451 49976 36 30 35  0  0  0 2026-09-21 16:15:43
