procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 2  0      0 1254448 103092 1278984    0    0    95  2919 5946   30 25  5 69  2  0  0 2026-09-21 17:35:53
 0  0      0 1254408 103092 1278840    0    0     0     0  358  570  1  0 100  0  0  0 2026-09-21 17:35:54
 0  1      0 1321416 103092 1206868    0    0     0 34564 5564 10835 16  3 44 37  0  0 2026-09-21 17:35:55
 0  0      0 1311776 103092 1220228    0    0     0 19604 4095 6813 18  3 57 23  0  0 2026-09-21 17:35:56
 0  0      0 1311392 103092 1220392    0    0     0  1716 2878 3746  5  1 91  3  0  0 2026-09-21 17:35:57
 0  0      0 1311392 103092 1220536    0    0     0  1368 2957 4172  3  1 93  3  0  0 2026-09-21 17:35:58
 0  0      0 1311392 103092 1220768    0    0     0  1548 3855 5283  5  2 91  3  0  0 2026-09-21 17:35:59
 4  0      0 1311392 103092 1221128    0    0     0  1456 4685 6208  5  2 90  3  0  0 2026-09-21 17:36:00
 0  0      0 1310368 103092 1222584    0    0     0  2452 5197 6486  7  3 88  3  0  0 2026-09-21 17:36:01
 0  0      0 1310368 103092 1222916    0    0     0 14452 5680 6720  7  3 85  6  0  0 2026-09-21 17:36:02
 0  0      0 1310368 103092 1223540    0    0     0  1424 6737 8180 10  3 86  1  0  0 2026-09-21 17:36:03
 1  0      0 1310168 103092 1224352    0    0     0  1740 8379 9856 13  5 81  1  0  0 2026-09-21 17:36:04
 1  0      0 1309864 103092 1225284    0    0     0  1964 10167 11194 16  5 78  2  0  0 2026-09-21 17:36:05
 2  0      0 1309136 103092 1226260    0    0     0  2060 10670 12503 20  6 73  1  0  0 2026-09-21 17:36:06
 2  0      0 1308380 103092 1227620    0    0     0  2104 13267 13846 25  8 65  2  0  0 2026-09-21 17:36:07
 2  0      0 1307036 103092 1229184    0    0     0  3392 14293 15972 29  8 62  2  0  0 2026-09-21 17:36:08
 6  0      0 1305900 103092 1230980    0    0     0  3372 16213 17760 36  9 55  1  0  0 2026-09-21 17:36:09
 1  0      0 1303468 103092 1233108    0    0     0  4080 18589 19434 42 12 45  1  0  0 2026-09-21 17:36:10
26  0      0 1301964 103092 1235680    0    0     0  4768 20317 19605 57 16 26  1  0  0 2026-09-21 17:36:11
12  0      0 1291464 103092 1245736    0    0     0 12632 24178 26040 78 18  3  0  0  0 2026-09-21 17:36:12
14  0      0 1281320 103092 1256684    0    0     0 15968 25213 26560 76 19  3  3  0  0 2026-09-21 17:36:13
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
50  0      0 1277312 103092 1261440    0    0     0 10808 25079 26268 74 19  4  3  0  0 2026-09-21 17:36:14
123  0      0 1276052 103092 1264436    0    0     0  7828 28149 28021 77 20  2  1  0  0 2026-09-21 17:36:15
 9  2      0 1271468 103092 1270480    0    0     0 11180 27791 28592 74 21  3  3  0  0 2026-09-21 17:36:16
 9  0      0 1269464 103092 1273468    0    0     0  9708 24663 26196 79 20  1  1  0  0 2026-09-21 17:36:17
110  0      0 1266492 103092 1276536    0    0     0  8476 27314 27643 76 20  3  1  0  0 2026-09-21 17:36:18
 5  2      0 1254148 103092 1288440    0    0     0 18168 23348 24613 66 18 10  7  0  0 2026-09-21 17:36:19
93  0      0 1250100 103092 1292492    0    0     0  8528 27869 26288 78 21  0  0  0  0 2026-09-21 17:36:20
130  0      0 1244828 103092 1297804    0    0     0  9252 27077 26002 78 21  0  1  0  0 2026-09-21 17:36:21
64  0      0 1241804 103092 1300780    0    0     0  7500 25858 28176 78 20  1  0  0  0 2026-09-21 17:36:22
 0  0      0 1239540 103092 1302960    0    0     0  7040 21140 25322 60 15 21  5  0  0 2026-09-21 17:36:23
53  0      0 1234716 103092 1307876    0    0     0  9232 24661 23676 75 21  5  0  0  0 2026-09-21 17:36:24
25  1      0 1222092 103092 1320364    0    0     0 69292 26022 24489 73 21  3  4  0  0 2026-09-21 17:36:25
118  0      0 1219068 103092 1323436    0    0     0 10928 27156 26044 77 21  2  0  0  0 2026-09-21 17:36:26
15  0      0 1215796 103096 1326636    0    0     0  9104 28417 27420 78 21  1  0  0  0 2026-09-21 17:36:27
 0  0      0 1212200 103096 1329980    0    0     0  9336 20113 23251 68 13 15  4  0  0 2026-09-21 17:36:28
 9  0      0 1209988 103096 1332464    0    0     0  8040 25071 29128 70 18 12  1  0  0 2026-09-21 17:36:29
76  0      0 1205632 103096 1336668    0    0     0  9420 27601 25860 77 20  2  2  0  0 2026-09-21 17:36:30
12  0      0 1202408 103096 1339844    0    0     0  7640 25211 23088 78 22  0  0  0  0 2026-09-21 17:36:31
 9  1      0 1198560 103096 1343828    0    0     0  6596 25180 24579 80 20  0  0  0  0 2026-09-21 17:36:32
24  1      0 1194512 103096 1347836    0    0     0 10480 25416 26531 76 21  2  1  0  0 2026-09-21 17:36:33
 0  3      0 1189696 103096 1352824    0    0     0 11496 25491 28805 79 20  1  1  0  0 2026-09-21 17:36:34
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
76  0      0 1186200 103096 1356156    0    0     0 10412 23608 26416 79 16  4  1  0  0 2026-09-21 17:36:35
69  0      0 1183888 103096 1358440    0    0     0  8576 25584 29344 75 18  6  1  0  0 2026-09-21 17:36:36
 4  3      0 1180604 103096 1361916    0    0     0  7996 29084 28630 74 24  1  0  0  0 2026-09-21 17:36:37
13  0      0 1177580 103096 1365052    0    0     0  8700 28604 26864 77 23  0  1  0  0 2026-09-21 17:36:38
30  0      0 1173032 103096 1369240    0    0     0  9368 26744 26911 78 22  0  1  0  0 2026-09-21 17:36:39
43  0      0 1170060 103096 1372288    0    0     0  8424 26790 26730 75 25  0  0  0  0 2026-09-21 17:36:40
24  2      0 1166212 103096 1376368    0    0     0  7784 27429 26411 76 21  2  1  0  0 2026-09-21 17:36:41
19  0      0 1163704 103096 1378632    0    0     0 10500 22130 26612 81 17  1  2  0  0 2026-09-21 17:36:42
34  0      0 1160160 103096 1382156    0    0     0 10640 25069 27084 75 17  9  1  0  0 2026-09-21 17:36:43
27  0      0 1157136 103096 1385372    0    0     0  7724 27612 26826 73 23  3  1  0  0 2026-09-21 17:36:44
 6  1      0 1153140 103096 1389536    0    0     0  8356 26846 26526 75 23  1  0  0  0 2026-09-21 17:36:45
 9  1      0 1150064 103096 1392756    0    0     0  8996 25203 25635 77 21  1  2  0  0 2026-09-21 17:36:46
21  1      0 1146284 103096 1395972    0    0     0  7244 27375 26613 77 23  1  1  0  0 2026-09-21 17:36:47
68  2      0 1143060 103096 1399280    0    0     0  8728 26885 28166 76 21  2  1  0  0 2026-09-21 17:36:48
11  2      0 1139984 103096 1402448    0    0     0  9916 26620 27464 78 22  0  0  0  0 2026-09-21 17:36:49
10  1      0 1136492 103096 1406232    0    0     0 12136 25424 31644 78 20  0  1  0  0 2026-09-21 17:36:50
