COMMAND                   AVG_CPU%
nginx                        118.7
landscape-sysin                0.8
pidstat                        0.5
rcu_sched                      0.1
kworker/1:0-events             0.1
kworker/0:1-events             0.1
ksoftirqd/0                    0.1
udisksd                        0.0
systemd-logind                 0.0
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
multipathd                     0.0
ModemManager                   0.0
migration/0                    0.0
