COMMAND                   AVG_CPU%
isuride                       82.3
pidstat                        0.4
rcu_sched                      0.1
mysql                          0.1
udisksd                        0.0
systemd-logind                 0.0
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
sh                             0.0
kworker/u8:2-events_power_efficient       0.0
kworker/1:0-events             0.0
kworker/0:0-events             0.0
ksoftirqd/1                    0.0
ksoftirqd/0                    0.0
