COMMAND                   AVG_CPU%
isuride                      102.5
pidstat                        0.5
rcu_sched                      0.2
sh                             0.1
mysql                          0.1
kworker/0:1-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
systemd-journal                0.0
sshd                           0.0
snapd                          0.0
multipathd                     0.0
landscape-sysin                0.0
kworker/u8:5-kvfree_rcu_reclaim       0.0
kworker/u8:0-events_power_efficient       0.0
