COMMAND                   AVG_CPU%
mysqld                        80.9
pidstat                        0.4
jbd2/nvme0n1p1-8               0.3
vmstat                         0.0
systemd                        0.0
sshd                           0.0
snapd                          0.0
polkitd                        0.0
multipathd                     0.0
kworker/u8:5-writeback         0.0
kworker/u8:2-events_unbound       0.0
kworker/u8:0-events_unbound       0.0
kworker/u8:0-events_power_efficient       0.0
kworker/1:3-events             0.0
kworker/0:2-events             0.0
