COMMAND                   AVG_CPU%
isuride                      101.0
pidstat                        0.5
rcu_sched                      0.2
sh                             0.1
mysql                          0.1
kworker/1:0-events             0.1
kworker/0:2-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
systemd-journal                0.0
kworker/u8:2-events_power_efficient       0.0
kworker/u8:0-flush-259:0       0.0
kworker/u8:0-events_power_efficient       0.0
gzip                           0.0
cron                           0.0
