COMMAND                   AVG_CPU%
mysqld                       187.6
pidstat                        0.5
rcu_sched                      0.3
kworker/u8:5-ext4-rsv-conversion       0.1
kworker/1:2-events             0.1
kworker/0:1-events             0.1
jbd2/nvme0n1p1-8               0.1
systemd-journal                0.0
kworker/u8:5-events_power_efficient       0.0
kworker/u8:3-ext4-rsv-conversion       0.0
kworker/u8:3-events_power_efficient       0.0
kworker/u8:1-flush-259:0       0.0
kworker/u8:0-events_unbound       0.0
kworker/1:1H-kblockd           0.0
ksoftirqd/1                    0.0
