COMMAND                   AVG_CPU%
mysqld                        75.5
pidstat                        0.5
jbd2/nvme0n1p1-8               0.3
vmstat                         0.0
systemd-journal                0.0
sshd                           0.0
rcu_sched                      0.0
multipathd                     0.0
kworker/u8:3-events_unbound       0.0
kworker/u8:2-ext4-rsv-conversion       0.0
kworker/u8:2-events_unbound       0.0
kworker/u8:1-writeback         0.0
kworker/1:0-events             0.0
kworker/0:1-events             0.0
ksoftirqd/1                    0.0
