procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 1449956  84476 2051348    0    0   131   621 3080   14  5  2 92  1  0  0 2026-09-21 17:20:33
 0  0      0 1449956  84476 2051320    0    0     0     0  446  595  1  1 99  0  0  0 2026-09-21 17:20:34
 0  0      0 1442032  84476 2051320    0    0     0     0 1101  965  8  2 91  0  0  0 2026-09-21 17:20:35
 0  0      0 1447096  84476 2051320    0    0     0  5776 4987 6583  5  3 92  1  0  0 2026-09-21 17:20:36
 0  0      0 1461360  84476 2051320    0    0     0     0 1227 1243  1  1 98  0  0  0 2026-09-21 17:20:37
 0  0      0 1477948  84476 2051320    0    0     0     0 4540 5977  2  2 96  0  0  0 2026-09-21 17:20:38
 0  0      0 1481184  84476 2051320    0    0     0     0 5829 7490  3  3 94  0  0  0 2026-09-21 17:20:39
 0  0      0 1482676  84476 2051320    0    0     0     8 7131 9118  4  3 93  0  0  0 2026-09-21 17:20:40
 0  0      0 1483540  84480 2051304    0    0     0  2200 9159 12034  4  3 92  1  0  0 2026-09-21 17:20:41
 0  0      0 1484464  84480 2051304    0    0     0     0 9362 11619  5  3 92  0  0  0 2026-09-21 17:20:42
 0  0      0 1486272  84480 2051304    0    0     0     0 10233 12706  5  4 92  0  0  0 2026-09-21 17:20:43
 0  0      0 1485436  84480 2051304    0    0     0     0 13252 16355  6  5 89  0  0  0 2026-09-21 17:20:44
 1  0      0 1483916  84480 2051304    0    0     0     0 15052 19416  7  5 89  0  0  0 2026-09-21 17:20:45
 0  0      0 1482716  84480 2051304    0    0     0     0 16333 20821  8  5 87  0  0  0 2026-09-21 17:20:46
 4  0      0 1482476  84480 2051304    0    0     0     0 18501 23947  7  6 86  0  0  0 2026-09-21 17:20:47
 0  0      0 1481504  84480 2051352    0    0     0     0 22091 27200  9  8 83  0  0  0 2026-09-21 17:20:48
 0  0      0 1480284  84480 2051400    0    0     0     0 21036 25407 10  9 81  0  0  0 2026-09-21 17:20:49
