COMMAND                   AVG_CPU%
mysqld                        82.1
pidstat                        0.6
jbd2/nvme0n1p1-8               0.3
vmstat                         0.0
systemd                        0.0
sshd                           0.0
rcu_sched                      0.0
polkitd                        0.0
multipathd                     0.0
kworker/u8:3-writeback         0.0
kworker/u8:3-flush-259:0       0.0
kworker/u8:3-events_power_efficient       0.0
kworker/u8:1-events_power_efficient       0.0
kworker/u8:0-events_power_efficient       0.0
kworker/1:0-events             0.0
