COMMAND                   AVG_CPU%
isuride                       88.5
pidstat                        0.7
sh                             0.1
rcu_sched                      0.1
mysql                          0.1
kworker/1:0-events             0.1
kworker/0:0-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
vmstat                         0.0
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
polkitd                        0.0
multipathd                     0.0
