COMMAND                   AVG_CPU%
nginx                        107.2
pidstat                        0.8
landscape-sysin                0.6
rcu_sched                      0.2
kworker/1:1-events             0.1
kworker/0:2-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
vmstat                         0.0
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
snapd                          0.0
polkitd                        0.0
kworker/u8:5-kvfree_rcu_reclaim       0.0
