COMMAND                   AVG_CPU%
mysqld                        78.3
pidstat                        0.4
jbd2/nvme0n1p1-8               0.3
vmstat                         0.0
systemd-journal                0.0
rsyslogd                       0.0
kworker/u8:5-events_power_efficient       0.0
kworker/u8:2-writeback         0.0
kworker/u8:0-events_power_efficient       0.0
kworker/1:3-events             0.0
kworker/0:2-events             0.0
ksoftirqd/1                    0.0
amazon-ssm-agen                0.0
