COMMAND                   AVG_CPU%
isuride                      113.1
pidstat                        1.0
rcu_sched                      0.2
sh                             0.1
mysql                          0.1
kworker/1:0-events             0.1
kworker/0:2-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
vmstat                         0.0
systemd-journal                0.0
kworker/u8:5-events_power_efficient       0.0
kworker/u8:3-kvfree_rcu_reclaim       0.0
kworker/u8:3-events_power_efficient       0.0
gzip                           0.0
