procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 2915464  21724 424156    0    0   266    73 1655    2  2  2 96  0  0  0 2026-09-21 22:35:33
 0  0      0 2912268  21724 424164    0    0     0     0 1013 1229  2  3 95  0  0  0 2026-09-21 22:35:34
 0  0      0 2913728  21724 424168    0    0     0     0   44   49  0  0 100  0  0  0 2026-09-21 22:35:35
 0  0      0 2931652  21724 424172    0    0     0     0 4386 2814  3  2 96  0  0  0 2026-09-21 22:35:36
 0  0      0 2931936  21724 424172    0    0     0     0 2355 1136  1  1 97  0  0  0 2026-09-21 22:35:37
 0  0      0 2932440  21724 424176    0    0     0     0 5585 2859  2  2 96  0  0  0 2026-09-21 22:35:38
 0  0      0 2932232  21724 424180    0    0     0     0 7265 4165  3  3 94  0  0  0 2026-09-21 22:35:39
 0  0      0 2932424  21724 424188    0    0     0     0 9408 5428  5  4 91  0  0  0 2026-09-21 22:35:40
 0  0      0 2932488  21724 424232    0    0     0     0 8725 5257  4  4 92  0  0  0 2026-09-21 22:35:41
 0  0      0 2932936  21724 424232    0    0     0     0 11628 6481  8  5 87  0  0  0 2026-09-21 22:35:42
 0  0      0 2933000  21724 424348    0    0     0     0 14849 9807  9  7 84  0  0  0 2026-09-21 22:35:43
 1  0      0 2933576  21724 424424    0    0     0     0 17379 9734 14  9 78  0  0  0 2026-09-21 22:35:44
 0  0      0 2940872  21724 424644    0    0     0     0 21913 11577 16 10 74  0  0  0 2026-09-21 22:35:45
 0  0      0 2940232  21724 424724    0    0     0     0 23868 12276 17 13 70  0  0  0 2026-09-21 22:35:46
 0  0      0 2940012  21724 425016    0    0     0     0 24434 11424 21 14 65  0  0  0 2026-09-21 22:35:47
 3  0      0 2938164  21724 425236    0    0     0     0 30151 15049 28 23 49  0  0  0 2026-09-21 22:35:48
 0  0      0 2937040  21724 425544    0    0     0     0 32171 13558 35 23 42  0  0  0 2026-09-21 22:35:49
 2  0      0 2933648  21724 425904    0    0     0     0 35755 12985 36 28 36  0  0  0 2026-09-21 22:35:50
 3  0      0 2932360  21724 426408    0    0     0     0 37856 7259 54 32 14  0  0  0 2026-09-21 22:35:51
 3  0      0 2929996  21724 426744    0    0     0     0 39110 8707 49 32 19  0  0  0 2026-09-21 22:35:52
 2  0      0 2928272  21724 427220    0    0     0     0 38790 4953 57 34  9  0  0  0 2026-09-21 22:35:53
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 4  0      0 2927712  21724 427516    0    0     0     0 37024 5998 52 33 15  0  0  0 2026-09-21 22:35:54
 2  0      0 2927008  21724 428004    0    0     0     0 39972 7098 50 36 14  0  0  0 2026-09-21 22:35:55
 3  0      0 2925132  21724 428524    0    0     0    16 36093 5183 53 36 11  0  0  0 2026-09-21 22:35:56
 3  0      0 2922816  21732 429080    0    0     0   128 38882 5923 51 37 12  0  0  0 2026-09-21 22:35:57
 1  0      0 2922324  21732 429256    0    0     0     0 38715 5864 51 35 14  0  0  0 2026-09-21 22:35:58
 1  0      0 2918136  21732 429848    0    0     0     0 39505 7264 45 38 17  0  0  0 2026-09-21 22:35:59
 3  0      0 2916760  21732 429904    0    0     0  7660 39089 4936 51 36 14  0  0  0 2026-09-21 22:36:00
 3  0      0 2916484  21732 430352    0    0     0     0 40286 5312 48 38 14  0  0  0 2026-09-21 22:36:01
 1  0      0 2915992  21732 430756    0    0     0     0 38046 9184 41 33 26  0  0  0 2026-09-21 22:36:02
 2  0      0 2914864  21732 431032    0    0     0     0 41955 6009 52 35 12  0  0  0 2026-09-21 22:36:03
 2  0      0 2916224  21732 431448    0    0     0    28 38875 8246 44 35 21  0  0  0 2026-09-21 22:36:04
 0  0      0 2912820  21732 431576    0    0     0     0 38229 6129 47 36 16  0  0  0 2026-09-21 22:36:05
 2  0      0 2912820  21732 431948    0    0     0     0 41010 2282 53 43  4  0  0  0 2026-09-21 22:36:06
 2  0      0 2911412  21732 432380    0    0     0     0 38550 12220 34 30 37  0  0  0 2026-09-21 22:36:07
 2  0      0 2910324  21732 432380    0    0     0     0 38856 10538 38 32 31  0  0  0 2026-09-21 22:36:08
 2  0      0 2908228  21732 432640    0    0     0     0 39695 1549 58 43  0  0  0  0 2026-09-21 22:36:09
 1  0      0 2908020  21732 432992    0    0     0     0 39780 8139 42 35 23  0  0  0 2026-09-21 22:36:10
 2  0      0 2905820  21732 432992    0    0     0     0 39448 9402 39 34 28  0  0  0 2026-09-21 22:36:11
 2  0      0 2900952  21732 433352    0    0     0     0 37157 6431 47 37 16  0  0  0 2026-09-21 22:36:12
 2  0      0 2898168  21732 433628    0    0     0     0 39360 7770 42 39 20  0  0  0 2026-09-21 22:36:13
 2  0      0 2895240  21732 433744    0    0     0     0 38682 12007 33 32 35  0  0  0 2026-09-21 22:36:14
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 2  0      0 2893120  21732 433744    0    0     0     0 39429 9378 42 34 24  0  0  0 2026-09-21 22:36:15
 2  0      0 2888712  21732 434076    0    0     0     0 43920 2251 51 45  5  0  0  0 2026-09-21 22:36:16
 2  0      0 2887116  21732 434076    0    0     0     0 36661 9401 37 33 30  0  0  0 2026-09-21 22:36:17
 0  0      0 2884604  21732 434372    0    0     0     0 34920 7175 39 35 26  0  0  0 2026-09-21 22:36:18
 2  0      0 2881684  21732 434568    0    0     0     0 41006 6844 39 41 20  0  0  0 2026-09-21 22:36:19
