procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 2368136  61892 618688    0    0   326   683  922    5  2  1 96  1  0  0 2026-09-21 22:35:33
 1  0      0 2391548  62492 593368    0    0    32  5336 2932 5456  4  2 77 18  0  0 2026-09-21 22:35:34
 0  1      0 2346220  63368 608596    0    0    32 28628 4213 8359 17  3 51 29  0  0 2026-09-21 22:35:35
 0  0      0 2334424  63776 618804    0    0     0 15364 3682 5526 15  2 69 14  0  0 2026-09-21 22:35:36
 0  0      0 2334424  63876 618844    0    0     0  2144 1776 3107  2  1 95  4  0  0 2026-09-21 22:35:37
 1  0      0 2334424  63960 618860    0    0     0  1784 2664 4369  3  1 93  3  0  0 2026-09-21 22:35:38
 0  0      0 2334424  64056 618908    0    0     0  1808 2974 4498  3  1 92  3  0  0 2026-09-21 22:35:39
 0  0      0 2334424  64132 618972    0    0     0  1680 3885 5323  4  1 91  4  0  0 2026-09-21 22:35:40
 0  0      0 2334424  64204 619004    0    0     0  1600 2999 4648  2  1 94  3  0  0 2026-09-21 22:35:41
 0  0      0 2333400  64300 620096    0    0     0  2676 4588 6292  5  2 90  3  0  0 2026-09-21 22:35:42
 0  0      0 2333400  64372 620184    0    0     0  1432 5214 6973  6  2 90  3  0  0 2026-09-21 22:35:43
 0  0      0 2333400  64520 620292    0    0     0  3080 6810 8845  9  4 83  5  0  0 2026-09-21 22:35:44
 0  0      0 2333400  64584 620444    0    0     0  1512 8119 10039 12  4 82  3  0  0 2026-09-21 22:35:45
 0  0      0 2333160  64712 620492    0    0     0  3388 9160 11055 14  4 77  5  0  0 2026-09-21 22:35:46
 0  0      0 2333160  64836 620756    0    0     0  2896 9551 11135 15  5 77  4  0  0 2026-09-21 22:35:47
 0  0      0 2332936  65028 621016    0    0     0  4760 13144 16388 25  9 61  5  0  0 2026-09-21 22:35:48
 4  0      0 2332680  65184 621452    0    0     0  3484 14400 17173 28  7 61  4  0  0 2026-09-21 22:35:49
 1  0      0 2323564  65356 630092    0    0     0 12888 15415 17798 29  9 56  6  0  0 2026-09-21 22:35:50
 0  1      0 2314416  65520 638988    0    0     0 13504 17770 19696 39 11 44  6  0  0 2026-09-21 22:35:51
25  0      0 2311344  65628 642064    0    0     0  9312 16106 18186 34  9 53  4  0  0 2026-09-21 22:35:52
 9  0      0 2310320  65768 643328    0    0     0  7004 17069 19461 41 11 44  5  0  0 2026-09-21 22:35:53
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 2309296  65908 644380    0    0     0  9368 14865 17530 31  9 52  8  0  0 2026-09-21 22:35:54
 8  0      0 2300880  66124 652968    0    0     0 16848 19486 20988 43 13 35  8  0  0 2026-09-21 22:35:55
45  0      0 2299856  66372 654032    0    0     0 17268 17651 19614 48 11 34  7  0  0 2026-09-21 22:35:56
20  0      0 2294524  66548 655124    0    0     0  9852 22115 24334 75 15  9  1  0  0 2026-09-21 22:35:57
 4  0      0 2290664  66804 658324    0    0     0 13200 18585 20504 50 12 26 11  0  0 2026-09-21 22:35:58
 2  0      0 2288644  67012 659484    0    0     0  9260 21156 23328 65 15 17  3  0  0 2026-09-21 22:35:59
 5  1      0 2286984  67356 660964    0    0     0 10368 14748 16172 42  9 39 10  0  0 2026-09-21 22:36:00
78  0      0 2279312  67552 668376    0    0     0 16116 16556 17874 57 11 25  8  0  0 2026-09-21 22:36:01
81  0      0 2277040  67684 670468    0    0     0  9204 17614 17449 56 12 25  7  0  0 2026-09-21 22:36:02
 2  0      0 2274740  67872 672636    0    0     0 10440 13747 16563 43  9 41  7  0  0 2026-09-21 22:36:03
 3  0      0 2273788  68088 672640    0    0     0  8852 16693 18151 46 11 36  7  0  0 2026-09-21 22:36:04
 3  0      0 2272708  68300 673764    0    0     0 11864 17096 18751 56 13 27  4  0  0 2026-09-21 22:36:05
42  0      0 2271684  68496 674796    0    0     0 10240 11514 14791 27  7 55 11  0  0 2026-09-21 22:36:06
 9  0      0 2271180  68696 674824    0    0     0 10000 15523 17060 36 11 43 10  0  0 2026-09-21 22:36:07
 0  0      0 2268884  68928 676932    0    0     0 12224 20466 19664 61 16 17  7  0  0 2026-09-21 22:36:08
11  0      0 2268380  69116 677036    0    0     0  8984 12331 13775 37  8 44 11  0  0 2026-09-21 22:36:09
101  0      0 2267104  69224 678096    0    0     0 10308 16236 15701 46 11 32 12  0  0 2026-09-21 22:36:10
 1  0      0 2264564  69376 680284    0    0     0 11508 17786 18076 54 13 26  7  0  0 2026-09-21 22:36:11
 1  0      0 2260500  69564 682484    0    0     0 10864 12337 14126 41  9 44  7  0  0 2026-09-21 22:36:12
39  0      0 2259476  69728 683516    0    0     0 11484 14311 13281 42  9 41  9  0  0 2026-09-21 22:36:13
 0  0      0 2258200  69956 684600    0    0     0 10256 17632 16119 57 13 25  5  0  0 2026-09-21 22:36:14
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 2  0      0 2257176  70140 685640    0    0     0 11068 14843 15988 50  9 33  9  0  0 2026-09-21 22:36:15
 4  0      0 2256676  70340 685672    0    0     0  8180 15831 15376 56 12 22 10  0  0 2026-09-21 22:36:16
21  0      0 2252864  70524 687768    0    0     0 11888 14354 14131 44 11 34 11  0  0 2026-09-21 22:36:17
 2  0      0 2252864  70716 687800    0    0     0  8108 13732 14186 39  9 41 11  0  0 2026-09-21 22:36:18
 2  0      0 2249792  70940 690920    0    0     0 12976 13807 14148 37 10 40 13  0  0 2026-09-21 22:36:19
