COMMAND                   AVG_CPU%
mysqld                       170.1
pidstat                        0.5
jbd2/nvme0n1p1-8               0.1
systemd-journal                0.0
rcu_sched                      0.0
multipathd                     0.0
ModemManager                   0.0
kworker/u8:3-writeback         0.0
kworker/u8:2-writeback         0.0
kworker/u8:2-events_unbound       0.0
kworker/u8:1-flush-259:0       0.0
kworker/u8:0-events_power_efficient       0.0
kworker/1:0-events             0.0
kworker/0:0-events             0.0
ksoftirqd/1                    0.0
