procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 6736168  34536 824628    0    0   139   200 4745   16  2  1 97  0  0  0 2026-09-21 16:33:43
 0  0      0 6722836  34536 824624    0    0     0  4032 2306 2361  3  2 95  0  0  0 2026-09-21 16:33:44
 0  0      0 6722836  34536 824624    0    0     0     0   44   69  0  0 100  0  0  0 2026-09-21 16:33:45
 2  0      0 6718048  34536 824624    0    0     0     0 11278 14668  4  2 94  0  0  0 2026-09-21 16:33:46
 0  0      0 6716536  34536 824624    0    0     0     0 6310 9313  1  1 98  0  0  0 2026-09-21 16:33:47
 0  0      0 6713512  34536 824624    0    0     0    16 13626 19849  5  1 94  0  0  0 2026-09-21 16:33:48
 1  0      0 6704188  34536 824624    0    0     0     0 25765 36296  8  4 88  0  0  0 2026-09-21 16:33:49
 0  0      0 6690580  34536 824624    0    0     0     0 33655 45379 14  5 82  0  0  0 2026-09-21 16:33:50
 0  0      0 6676724  34536 824624    0    0     0     0 31285 42452 11  4 85  0  0  0 2026-09-21 16:33:51
 0  0      0 6663368  34536 824624    0    0     0     0 26609 37113  9  3 87  0  0  0 2026-09-21 16:33:52
 0  0      0 6639932  34536 824624    0    0     0     0 30754 42659 10  4 86  0  0  0 2026-09-21 16:33:53
 0  0      0 6630860  34536 824644    0    0     0     8 29923 40736  9  4 88  0  0  0 2026-09-21 16:33:54
 1  0      0 6620792  34544 824672    0    0     0    52 31426 42529 11  5 84  0  0  0 2026-09-21 16:33:55
 0  0      0 6594584  34544 824672    0    0     0     0 37197 47867 14  5 81  0  0  0 2026-09-21 16:33:56
 0  0      0 6576548  34544 824672    0    0     0     0 36668 48829 13  6 81  0  0  0 2026-09-21 16:33:57
 0  0      0 6564120  34544 824708    0    0     0     0 33148 44266 12  4 84  0  0  0 2026-09-21 16:33:58
 3  0      0 6547740  34544 824752    0    0     0     0 36975 48786 13  5 82  0  0  0 2026-09-21 16:33:59
 1  0      0 6538668  34544 824752    0    0     0     0 32361 42357 12  4 83  0  0  0 2026-09-21 16:34:00
 0  0      0 6536400  34544 824756    0    0     0     0 34363 45909 11  5 84  0  0  0 2026-09-21 16:34:01
 0  0      0 6510696  34544 824776    0    0     0     0 38853 49854 15  6 79  0  0  0 2026-09-21 16:34:02
 0  0      0 6508932  34544 824796    0    0     0     0 34583 45338 11  4 85  0  0  0 2026-09-21 16:34:03
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 0  0      0 6507168  34544 824812    0    0     0     0 30395 38802 10  4 87  0  0  0 2026-09-21 16:34:04
 0  0      0 6490540  34544 824832    0    0     0     0 33531 42488 13  4 83  0  0  0 2026-09-21 16:34:05
 0  0      0 6489284  34544 824880    0    0     0     0 33878 43514 11  4 84  0  0  0 2026-09-21 16:34:06
 0  0      0 6489032  34544 824884    0    0     0     0 30089 37391 11  4 85  0  0  0 2026-09-21 16:34:07
 1  0      0 6474244  34544 824908    0    0     0     0 35751 45479 11  5 84  0  0  0 2026-09-21 16:34:08
 4  0      0 6469628  34544 824908    0    0     0     0 32500 41481 12  5 83  0  0  0 2026-09-21 16:34:09
 1  0      0 6467864  34544 824912    0    0     0     0 38642 49103 13  5 83  0  0  0 2026-09-21 16:34:10
 0  0      0 6465584  34544 824964    0    0     0     0 39332 50667 14  5 81  0  0  0 2026-09-21 16:34:11
 0  0      0 6447232  34544 824988    0    0     0     0 39621 49241 15  6 79  0  0  0 2026-09-21 16:34:12
 0  0      0 6441436  34544 824992    0    0     0     0 43390 55564 15  6 79  0  0  0 2026-09-21 16:34:13
 3  0      0 6427656  34544 825044    0    0     0  5236 40441 50584 13  6 81  0  0  0 2026-09-21 16:34:14
 0  0      0 6422032  34544 825044    0    0     0     0 41071 50464 17  6 78  0  0  0 2026-09-21 16:34:15
 0  0      0 6419260  34544 825064    0    0     0     0 41963 53015 13  6 81  0  0  0 2026-09-21 16:34:16
 4  0      0 6384676  34544 825088    0    0     0     0 43021 52885 16  7 77  0  0  0 2026-09-21 16:34:17
 0  0      0 6383732  34544 825092    0    0     0     0 38895 48554 13  5 82  0  0  0 2026-09-21 16:34:18
 0  0      0 6382472  34544 825092    0    0     0     0 42942 53843 14  6 80  0  0  0 2026-09-21 16:34:19
 3  0      0 6381716  34544 825144    0    0     0     0 40680 50577 14  5 81  0  0  0 2026-09-21 16:34:20
 4  0      0 6333332  34544 825148    0    0     0     0 41476 48638 17  6 77  0  0  0 2026-09-21 16:34:21
 0  0      0 6332072  34544 825148    0    0     0     0 46302 58076 16  7 78  0  0  0 2026-09-21 16:34:22
 0  0      0 6332072  34544 825148    0    0     0     0 41637 52111 13  6 81  0  0  0 2026-09-21 16:34:23
 1  0      0 6330812  34544 825148    0    0     0     0 38910 46312 14  5 81  0  0  0 2026-09-21 16:34:24
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 6316448  34548 825188    0    0     0    68 41683 51762 14  6 80  0  0  0 2026-09-21 16:34:25
 3  0      0 6294272  34552 825224    0    0     0     4 40475 47579 18  6 76  0  0  0 2026-09-21 16:34:26
 0  0      0 6294272  34552 825224    0    0     0     0 40485 50753 13  5 82  0  0  0 2026-09-21 16:34:27
 0  0      0 6292508  34552 825228    0    0     0     0 41519 51858 14  6 80  0  0  0 2026-09-21 16:34:28
 0  0      0 6292508  34552 825228    0    0     0     0 41974 52843 15  5 80  0  0  0 2026-09-21 16:34:29
 0  0      0 6281940  34552 825228    0    0     0     0 40163 49379 14  6 80  0  0  0 2026-09-21 16:34:30
 3  0      0 6268580  34552 825260    0    0     0     0 44769 53618 20  6 74  0  0  0 2026-09-21 16:34:31
 0  0      0 6268104  34552 825304    0    0     0     0 43990 54289 15  6 79  0  0  0 2026-09-21 16:34:32
 5  0      0 6265416  34552 825304    0    0     0     0 43357 53481 15  6 79  0  0  0 2026-09-21 16:34:33
 0  0      0 6264352  34552 825304    0    0     0     0 43549 52717 16  6 79  0  0  0 2026-09-21 16:34:34
 0  0      0 6244696  34552 825304    0    0     0     0 40963 47544 19  6 76  0  0  0 2026-09-21 16:34:35
 0  0      0 6244192  34552 825304    0    0     0     0 42185 50821 14  6 80  0  0  0 2026-09-21 16:34:36
 0  0      0 6243436  34552 825304    0    0     0     0 44941 54191 16  6 78  0  0  0 2026-09-21 16:34:37
 0  0      0 6243436  34552 825304    0    0     0     0 44102 54573 17  6 77  0  0  0 2026-09-21 16:34:38
 0  0      0 6241188  34552 825304    0    0     0     0 43526 52402 16  6 78  0  0  0 2026-09-21 16:34:39
 1  0      0 6206836  34552 825340    0    0     0     0 44281 51260 20  7 74  0  0  0 2026-09-21 16:34:40
 0  0      0 6206332  34552 825344    0    0     0     0 46694 56517 16  7 77  0  0  0 2026-09-21 16:34:41
 1  0      0 6204316  34552 825348    0    0     0     0 45595 55473 17  7 76  0  0  0 2026-09-21 16:34:42
 1  0      0 6204316  34552 825348    0    0     0     0 46970 57112 17  6 76  0  0  0 2026-09-21 16:34:43
 5  0      0 6202580  34552 825348    0    0     0     0 45016 54995 16  6 77  0  0  0 2026-09-21 16:34:44
 0  0      0 6183428  34552 825348    0    0     0     0 43991 50308 21  7 72  0  0  0 2026-09-21 16:34:45
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 5  0      0 6181164  34552 825364    0    0     0     8 44911 53865 16  7 77  0  0  0 2026-09-21 16:34:46
 1  0      0 6180660  34552 825364    0    0     0     0 33355 39625 11  5 84  0  0  0 2026-09-21 16:34:47
 0  0      0 6180660  34552 825364    0    0     0     0 33155 39835 12  5 83  0  0  0 2026-09-21 16:34:48
