COMMAND                   AVG_CPU%
isuride                       83.0
nginx                         55.0
systemd-journal               11.5
rsyslogd                       7.8
curl                           1.3
pidstat                        0.5
rcu_sched                      0.4
mysql                          0.1
kworker/u8:4-kvfree_rcu_reclaim       0.1
kworker/u8:0-kvfree_rcu_reclaim       0.1
kworker/1:0-events             0.1
kworker/0:3-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
systemd                        0.0
