procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 1149816 103840 2017052    0    0    76  1843 9893   32 21 10 69  0  0  0 2026-09-21 18:06:08
 0  0      0 1151264 103840 2016992    0    0     0     0  743  998  3  3 95  0  0  0 2026-09-21 18:06:09
 0  0      0 1151264 103840 2017008    0    0     0     0  368  198  1  0 100  0  0  0 2026-09-21 18:06:10
 0  0      0 1151264 103840 2017020    0    0     0     0   35   49  0  0 100  0  0  0 2026-09-21 18:06:11
 0  0      0 1151264 103840 2017120    0    0     0     0 3773 1750  6  1 93  0  0  0 2026-09-21 18:06:12
 0  0      0 1151264 103840 2017280    0    0     0     0 1391  917  1  1 98  0  0  0 2026-09-21 18:06:13
 0  0      0 1149924 103840 2017436    0    0     0     0 4451 2424  3  2 96  0  0  0 2026-09-21 18:06:14
 0  0      0 1148604 103840 2017844    0    0     0     0 4070 2567  3  2 95  0  0  0 2026-09-21 18:06:15
 0  0      0 1146852 103840 2018164    0    0     0     0 6763 3652  6  4 90  0  0  0 2026-09-21 18:06:16
 0  0      0 1145836 103840 2018660    0    0     0     0 5875 2841  4  2 94  0  0  0 2026-09-21 18:06:17
 1  0      0 1145080 103840 2019236    0    0     0     0 8370 3999 10  4 86  0  0  0 2026-09-21 18:06:18
 0  0      0 1145980 103840 2019948    0    0     0     0 9958 4418 10  5 85  0  0  0 2026-09-21 18:06:19
 0  0      0 1145780 103840 2020648    0    0     0     0 10908 4456 10  6 85  0  0  0 2026-09-21 18:06:20
 0  0      0 1144732 103840 2021936    0    0     0     0 14107 5983 19  8 73  0  0  0 2026-09-21 18:06:21
 2  0      0 1144280 103840 2022972    0    0     0     0 15846 6140 14 10 76  0  0  0 2026-09-21 18:06:22
 0  0      0 1143600 103840 2024872    0    0     0     0 19726 6788 26 11 62  0  0  0 2026-09-21 18:06:23
 1  0      0 1142592 103840 2026884    0    0     0     0 21311 8371 25 15 60  0  0  0 2026-09-21 18:06:24
 3  0      0 1141172 103840 2029220    0    0     0     0 24337 8066 37 17 46  0  0  0 2026-09-21 18:06:25
 3  0      0 1135096 103840 2031824    0    0     0     0 26179 8999 37 20 44  0  0  0 2026-09-21 18:06:26
 2  0      0 1132424 103840 2035092    0    0     0     0 28105 6059 53 25 23  0  0  0 2026-09-21 18:06:27
 3  0      0 1128968 103840 2038900    0    0     0     0 29318 6013 55 28 17  0  0  0 2026-09-21 18:06:28
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 3  0      0 1125984 103840 2042244    0    0     0     0 31336 3886 62 26 12  0  0  0 2026-09-21 18:06:29
