procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 1  0      0 1448676  85044 2054476    0    0    90   522 5634   26  7  3 89  0  0  0 2026-09-21 18:06:08
 0  0      0 1446852  85044 2054512    0    0     0     0  816 1103  2  1 97  0  0  0 2026-09-21 18:06:09
 0  0      0 1430304  85044 2054512    0    0     0     0 1238 1346  7  2 91  0  0  0 2026-09-21 18:06:10
 0  0      0 1429828  85044 2054512    0    0     0     0  742  826  3  1 96  0  0  0 2026-09-21 18:06:11
 0  0      0 1435580  85044 2054512    0    0     0     0 4870 6412  6  3 92  0  0  0 2026-09-21 18:06:12
 0  0      0 1436452  85044 2054512    0    0     0     0 1977 2143  2  2 96  0  0  0 2026-09-21 18:06:13
 0  0      0 1458504  85044 2054512    0    0     0     0 5730 6847  3  3 94  0  0  0 2026-09-21 18:06:14
 0  0      0 1461492  85044 2054512    0    0     0     0 5040 6083  3  3 94  0  0  0 2026-09-21 18:06:15
 0  0      0 1463672  85044 2054512    0    0     0     0 8277 10479  5  3 92  0  0  0 2026-09-21 18:06:16
 0  0      0 1465236  85044 2054516    0    0     0     0 6706 7662  5  3 92  0  0  0 2026-09-21 18:06:17
 3  0      0 1465084  85044 2054516    0    0     0     0 9773 11900  6  4 90  0  0  0 2026-09-21 18:06:18
 1  0      0 1467220  85044 2054532    0    0     0     0 11211 13455  6  5 89  0  0  0 2026-09-21 18:06:19
 0  0      0 1468436  85044 2054564    0    0     0     0 12160 13681  7  6 87  0  0  0 2026-09-21 18:06:20
 0  0      0 1468232  85044 2054580    0    0     0     0 15977 18663  9  8 83  0  0  0 2026-09-21 18:06:21
 4  0      0 1467932  85044 2054676    0    0     0     0 16671 17505 12  6 82  0  0  0 2026-09-21 18:06:22
 1  0      0 1465944  85044 2054788    0    0     0     0 21453 23571 13 10 77  0  0  0 2026-09-21 18:06:23
 1  0      0 1460488  85044 2054836    0    0     0     0 24821 26730 17 11 72  0  0  0 2026-09-21 18:06:24
 4  0      0 1456708  85044 2055012    0    0     0     0 29449 31119 19 12 68  0  0  0 2026-09-21 18:06:25
 1  0      0 1448448  85044 2055108    0    0     0     0 34252 33233 24 15 61  0  0  0 2026-09-21 18:06:26
 3  0      0 1437928  85044 2055336    0    0     0     0 35500 36818 28 16 56  0  0  0 2026-09-21 18:06:27
 1  0      0 1428216  85044 2055480    0    0     0     0 37857 37415 32 18 49  0  0  0 2026-09-21 18:06:28
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu                 UTC
 4  0      0 1419716  85052 2055704    0    0     0   284 35678 35105 31 17 52  0  0  0 2026-09-21 18:06:29
 1  0      0 1408964  85052 2055956    0    0     0     0 39757 37539 36 22 42  0  0  0 2026-09-21 18:06:30
 5  0      0 1397188  85052 2056132    0    0     0     0 36229 31417 35 16 49  0  0  0 2026-09-21 18:06:31
 4  0      0 1385712  85052 2056452    0    0     0  6440 40512 33775 40 21 39  0  0  0 2026-09-21 18:06:32
 3  0      0 1373756  85052 2056664    0    0     0     0 33727 28352 36 18 46  0  0  0 2026-09-21 18:06:33
 0  0      0 1351400  85052 2056688    0    0     0     0 37624 31169 36 18 46  0  0  0 2026-09-21 18:06:34
 0  0      0 1349268  85052 2057076    0    0     0     0 38335 29740 44 21 35  0  0  0 2026-09-21 18:06:35
 3  0      0 1333500  85052 2057176    0    0     0     0 33994 26296 43 19 38  0  0  0 2026-09-21 18:06:36
 0  0      0 1327192  85052 2057256    0    0     0  8372 35303 25720 48 19 34  0  0  0 2026-09-21 18:06:37
 4  0      0 1318996  85052 2057488    0    0     0     0 36407 23369 46 21 32  0  0  0 2026-09-21 18:06:38
 2  0      0 1315164  85052 2057776    0    0     0     4 36653 21403 54 18 29  0  0  0 2026-09-21 18:06:39
 3  0      0 1302736  85052 2057840    0    0     0    12 31899 24680 43 19 38  0  0  0 2026-09-21 18:06:40
 2  0      0 1295544  85052 2058312    0    0     0     0 34266 19683 50 21 29  0  0  0 2026-09-21 18:06:41
 3  0      0 1289020  85052 2058416    0    0     0     0 25431 17498 51 13 37  0  0  0 2026-09-21 18:06:42
 3  0      0 1287256  85052 2058592    0    0     0     0 36460 17674 49 21 30  0  0  0 2026-09-21 18:06:43
 3  0      0 1286672  85052 2058792    0    0     0     0 37187 27943 47 19 34  0  0  0 2026-09-21 18:06:44
 2  0      0 1264916  85052 2058796    0    0     0     0 33336 20465 57 19 25  0  0  0 2026-09-21 18:06:45
 2  0      0 1232500  85052 2058828    0    0     0     0 31592 13855 57 18 25  0  0  0 2026-09-21 18:06:46
 0  0      0 1231300  85052 2058972    0    0     0     0 36722 19181 49 20 30  0  0  0 2026-09-21 18:06:47
 2  0      0 1213000  85052 2059284    0    0     0     0 32558 21185 50 19 31  0  0  0 2026-09-21 18:06:48
 2  0      0 1212960  85052 2059284    0    0     0     0 34220 22789 56 17 27  0  0  0 2026-09-21 18:06:49
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu------- -----timestamp-----
