COMMAND                   AVG_CPU%
isuride                       99.6
pidstat                        0.5
rcu_sched                      0.1
mysql                          0.1
systemd-journal                0.0
sh                             0.0
multipathd                     0.0
kworker/1:2-events             0.0
kworker/0:3-events             0.0
kworker/0:1H-kblockd           0.0
ksoftirqd/1                    0.0
ksoftirqd/0                    0.0
kcompactd0                     0.0
amazon-ssm-agen                0.0
