COMMAND                   AVG_CPU%
isuride                       87.4
pidstat                        0.7
mysql                          0.2
sh                             0.1
rcu_sched                      0.1
kworker/0:0-events             0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
vmstat                         0.0
systemd-logind                 0.0
systemd-journal                0.0
systemd                        0.0
multipathd                     0.0
kworker/u8:2-events_unbound       0.0
kworker/u8:2-events_power_efficient       0.0
