COMMAND                   AVG_CPU%
mysqld                        77.8
pidstat                        0.6
jbd2/nvme0n1p1-8               0.3
vmstat                         0.0
systemd-network                0.0
systemd-journal                0.0
systemd                        0.0
kworker/u8:3-ext4-rsv-conversion       0.0
kworker/u8:3-events_unbound       0.0
kworker/u8:2-events_unbound       0.0
kworker/u8:2-events_power_efficient       0.0
kworker/u8:1-events_unbound       0.0
kworker/1:0-events             0.0
kworker/0:3-events             0.0
ksoftirqd/0                    0.0
